geo\time,2007,,2008,,2009,,2010,,2011,,2012,,2013,,2014,,2015,,2016,,2017,,2018,
Pomorskie,9.5,,5.5,,6.4,,9.3,(b),8.5,,9.5,,10,,8.6,,6.6,,5.7,(b),4.2,,3,
Lódzkie,9.3,,6.7,,7.6,,9.3,(b),9.3,,11.1,,11.1,,8.9,,7.7,,5.5,(b),4.6,,4.3,
Swietokrzyskie,12.1,,8.8,,10.8,,12,(b),12.9,,13.1,,13,,11.4,,10.1,,8.9,(b),7,,5.8,
Lubelskie,9.5,,8.8,,9.7,,9.8,(b),10.3,,10.5,,10.3,,9.9,,9.3,,8,(b),7.2,,6.3,
Podkarpackie,9.6,,8.2,,10.1,,11.6,(b),12.4,,13.2,,14.4,,14,,11.6,,9.6,(b),8.4,,6.5,
Podlaskie,8.9,,6.4,,7.1,,10.2,(b),9.3,,9.2,,9.9,,9.1,,7,,6.7,(b),4.7,,3.2,
Warszawski stoleczny,:,,:,,:,,:,,:,,:,,5.9,,5.8,,4.9,,3.6,(b),3.5,,2.4,
Mazowiecki regionalny,:,,:,,:,,:,,:,,:,,10.5,,8.9,,8.3,,7.8,(b),6.4,,5.7,
Norte,9.3,,8.6,,10.9,,12.6,,13,(b),16,,17.1,,14.8,,13.7,,12,,9.8,,7.3,
Algarve,6.7,,7,,10.4,,13.4,,15.4,(b),17.6,,16.9,,14.5,,12.5,,9.2,,7.7,,6.4,
Centro (PT),5.5,,5.3,,6.8,,7.6,,10,(b),11.7,,11.4,,10.6,,9.2,,8.4,,6.9,,5.6,
Área Metropolitana de Lisboa,8.9,,8.2,,9.8,,11.3,,14.1,(b),17.6,,18.5,,14.9,,13.1,,11.9,,9.5,,7.4,
Alentejo,8.4,,8.9,,10.5,,11.4,,12.4,(b),16,,16.9,,14.3,,13.3,,12.1,,8.4,,7.2,
Região Autónoma dos Açores (PT),4.3,,5.4,,6.7,,6.8,,11.3,(b),15.1,,17,,16.3,,12.8,,11.1,,9,,8.6,
Região Autónoma da Madeira (PT),6.8,,5.9,,7.5,,7.4,,13.5,(b),17.2,,18.1,,15,,14.7,,12.9,,10.4,,8.8,
Nord-Vest,4.3,,3.8,,5.6,,6.5,(b),5.1,,4.6,,4.1,,3.8,,4.6,,4.3,,3.6,,2.9,
Centru,8.5,,8.5,,10.7,,10.3,(b),10.8,,9.5,,9.5,,9.2,,7.4,,5.2,,4.2,,4.2,
Nord-Est,5,,4.5,,6,,5.5,(b),4.7,,4.2,,4.4,,4.2,,3.6,,3,,2.9,,2.4,
Sud-Est,8.5,,7.2,,7.5,,8.2,(b),9.6,,9.4,,9.5,,10.4,,9,,7.7,,6.5,,6.1,
Sud - Muntenia,8.2,,6.8,,8,,7.8,(b),10,,9.5,,9.5,,9,,10.3,,8.9,,6.8,,5.5,
Bucuresti - Ilfov,4.1,,3.4,,4,,4.7,(b),5.6,,6.5,,8,,7.2,,5.3,,4.7,,4.3,,3.6,
Sud-Vest Oltenia,6.8,,6.5,,6.8,,7.3,(b),6.6,,6.1,,7,,6.5,,10.1,,9.9,,7.7,,6.4,
Vest,5.6,,5.7,,6,,6,(b),5.7,,5.1,,5.2,,4.8,,5.4,,4.9,,4.4,,3.6,
Vzhodna Slovenija,:,,:,,:,,7.8,,9.2,,9.9,,11.3,,11,,10.3,,8.9,,6.8,,5.4,
Vzhodna Slovenija (NUTS 2010),5.6,,5.2,,6.8,,:,,:,,:,,:,,:,,:,,:,,:,,:,
Zahodna Slovenija,:,,:,,:,,6.6,,7,,7.6,,8.7,,8.1,,7.5,,7.1,,6.3,,4.7,
Zahodna Slovenija (NUTS 2010),3.9,,3.4,,4.8,,:,,:,,:,,:,,:,,:,,:,,:,,:,
Bratislavský kraj,4.3,,3.4,,4.6,,6.2,,5.8,(b),5.7,,6.4,,6,,5.7,,5.1,,4.2,,2.9,
Západné Slovensko,7.8,,6.4,,9.9,,12.7,,10.7,(b),11.3,,11.7,,11,,9.7,,7.7,,5.5,,4.3,
Stredné Slovensko,15.3,,13.1,,14.6,,16.5,,15.9,(b),16.2,,16.8,,15.9,,12.8,,10.8,,9.4,,7.5,
Východné Slovensko,14.9,,13.2,,15.9,,18.5,,18.7,(b),19,,18.5,,16.6,,15,,13.2,,12,,10.1,
Länsi-Suomi,6.5,,6.5,(b),9,,9,,8.3,,8.2,,8.5,,8.7,,9.8,,9.4,,9.3,,7.4,
Helsinki-Uusimaa,5,,4.8,(b),6.2,,6.4,,5.8,,6.3,,6.7,,7.3,,8,,7.4,,7.7,,6.9,
Etelä-Suomi,6.7,,6.2,(b),8.1,,9.1,,8.5,,7.5,,8.4,,9.4,,10,,9.1,,8.5,,7.4,
Pohjois- ja Itä-Suomi,9.9,,8.7,(b),10.5,,10.1,,9.4,,9.5,,9.9,,10,,10.4,,10.2,,9.6,,8.1,
Åland,:,(u),:,(bu),:,(u),:,(u),:,(u),:,(u),:,(u),:,(u),:,(u),:,(u),:,(u),:,(u)
Stockholm,5.6,,5.2,,6.8,,7.2,,6.6,,6.8,,6.9,,7.1,,7,,6.5,,6.3,,5.6,
Östra Mellansverige,6.7,,6.9,,9.3,,9.7,,8.4,,8.6,,8.8,,8.3,,7.9,,7.7,,7.6,,7.3,
Småland med öarna,5.1,,5,,8.1,,7.9,,7.1,,7.4,,7.1,,6.7,,6,,6.2,,5.5,,5.9,
Sydsverige,7.1,,7.4,,8.7,,8.8,,9.2,,9.4,,9.9,,10,,9.5,,8.4,,8.4,,8.3,
Västsverige,5.9,,6.1,,8.6,,8.7,,7.4,,7.7,,8,,7.6,,6.6,,6.5,,6,,5.8,
Norra Mellansverige,6.3,,6.6,,9.4,,9,,8.8,,8.6,,8.8,,8.6,,7.9,,7.5,,6.9,,6.4,
Mellersta Norrland,6.3,,7.1,,8.9,,10.3,,8.8,,8.4,,7.2,,7.4,,7.1,,6.8,,6.2,,5.2,
Övre Norrland,6.8,,6.6,,8.9,,9.5,,8,,7.7,,7.2,,7.4,,7.2,,5.8,,5.9,,5,
Tees Valley and Durham,6,(b),7.8,(b),8.3,,9.1,,11.8,,11.5,,10.9,,9.8,,8.5,,6.9,,5.2,,4.4,
Northumberland and Tyne and Wear,6.2,(b),7.2,(b),9.8,,9.6,,9.8,,9,,9.2,,8.3,,7.7,,7.1,,5.8,,5.2,
Cumbria,3.3,(bu),3.1,(bu),6.4,,6.5,,7,,6.3,,5.1,,5,,4.2,,3.7,(u),3.4,(u),1.9,(u)
Greater Manchester,6.4,(b),7.6,(b),9.5,,8.7,,9.7,,10.1,,9.4,,7.9,,6.5,,6.1,,4,,4.2,
Lancashire,5.6,(b),5.4,(b),7.2,,5.9,,6.8,,7.8,,7.2,,6.5,,4.5,,4.4,,4.2,,4.8,
Cheshire,2.9,(b),5,(b),6,,6.1,,5.7,,5.9,,5.2,,3.4,,3.5,,3.2,,3.1,,3.2,
Merseyside,7.6,(b),8.5,(b),9.6,,10.5,,10,,9.7,,8.9,,7.4,,5.8,,4.9,,5.2,,4,
East Yorkshire and Northern Lincolnshire,6.1,(b),5.1,(b),9.4,,9.4,,8.9,,9.7,,8.3,,8,,6.4,,5.5,,4.6,,5.6,
North Yorkshire,3.4,(b),2.8,(b),5.4,,6.7,,6.5,,5,,4.4,,4.5,,3.1,,2.9,,4.1,,3.2,
South Yorkshire,6.2,(b),8.1,(b),9.6,,9.4,,10.6,,10.4,,10.5,,8.8,,7.4,,7.1,,5.6,,5,
West Yorkshire,5.6,(b),6.4,(b),8.6,,9.7,,9.7,,9.4,,9.3,,6.7,,6.6,,5.8,,4.8,,4.7,
Derbyshire and Nottinghamshire,5.8,(b),5.2,(b),7.2,,8.8,,8.8,,8.3,,7.2,,6.1,,4.8,,4.5,,3.6,,4.4,
"Leicestershire, Rutland and Northamptonshire",4.6,(b),6,(b),7.3,,7.2,,7.5,,7,,7.8,,5.3,,4.4,,4.5,,4.6,,4.2,
Lincolnshire,5.4,(b),6.2,(b),6.3,,4.9,,6.5,,8.5,,6.4,,4.6,,4.5,,4.3,,3.7,,4.2,
"Herefordshire, Worcestershire and Warwickshire",3.9,(b),4.3,(b),6.4,,6.3,,6.1,,4.9,,5.1,,4.4,,3.2,,3.7,,2.9,,3,
Shropshire and Staffordshire,5.3,(b),4.4,(b),7.1,,7.7,,7.9,,6.7,,6.2,,5.3,,4.6,,4.2,,4.9,,3.7,
West Midlands,8.1,(b),9.3,(b),13,,11.1,,11.3,,11.7,,13,,9.7,,7.9,,7.5,,7.1,,6.5,
East Anglia,4.3,(b),4.5,(b),5.9,,6.6,,6.3,,6.4,,6.2,,5,,4.3,,3.8,,3.9,,3.5,
Bedfordshire and Hertfordshire,4.7,(b),4.7,(b),5.9,,6,,6.7,,6.3,,5.6,,4.3,,3.8,,4.1,,3.7,,2.9,
Essex,5,(b),5.1,(b),6.9,,7,,6.8,,7.4,,6.3,,6.2,,4.3,,3.8,,4.2,,2.8,
Inner London (NUTS 2010),8.2,(b),8,(b),9.5,,:,,:,,:,,:,,:,,:,,:,,:,,:,
Outer London (NUTS 2010),5.9,(b),6.6,(b),8.6,,:,,:,,:,,:,,:,,:,,:,,:,,:,
Inner London - West,:,,:,,:,,8.1,,7.7,,6.8,,6.8,,6.2,,5.4,,4.7,,5.6,,5.1,
Inner London - East,:,,:,,:,,10.9,,12,,10.7,,9.8,,7.8,,7.2,,7.2,,5.3,,4.3,
Outer London - East and North East,:,,:,,:,,10,,11.1,,9.5,,9.5,,7.4,,7.5,,5.6,,5.7,,4.6,
Outer London - South,:,,:,,:,,7.1,,8.2,,7.3,,7.4,,5.9,,4.6,,4.2,,4.9,,4.7,
Outer London - West and North West,:,,:,,:,,8.6,,8.5,,9.2,,8.4,,6.2,,5.5,,5,,4.9,,4.8,
"Berkshire, Buckinghamshire and Oxfordshire",4,(b),4.1,(b),5.4,,5.8,,5.2,,5.7,,5.2,,4.2,,3.5,,2.7,,2.9,,3,
"Surrey, East and West Sussex",4,(b),4.4,(b),5.6,,5.1,,5.3,,5.9,,5.5,,4.6,,3.7,,3.5,,3.2,,3.6,
Hampshire and Isle of Wight,4.3,(b),3.5,(b),5.2,,6.3,,6,,6.3,,5.7,,4.2,,4.1,,3.7,,3.1,,2.7,
Kent,5.6,(b),5.3,(b),7.3,,7.7,,8.2,,8,,7.6,,5.7,,5.3,,4.5,,3.7,,4.3,
"Gloucestershire, Wiltshire and Bristol/Bath area",3.4,(b),3.7,(b),5.7,,5.4,,6.5,,6.1,,6.2,,4.8,,3.9,,3.6,,3.9,,2.9,
Dorset and Somerset,3.7,(b),4.1,(b),6.5,,5.4,,6,,5.1,,5.4,,4.5,,3.9,,4.3,,2.8,,3.1,
Cornwall and Isles of Scilly,4.4,(b),5.7,(b),5.1,,8.1,,6.2,,5.5,,5.6,,3.8,,4.5,,3.7,,2.4,(u),2.6,(u)
Devon,4.7,(b),3.8,(b),7.1,,6.5,,6.5,,5.8,,7,,5,,3.7,,3.5,,4,,3.3,
West Wales and The Valleys,5.5,(b),6.1,(b),8.9,,9.2,,9.9,,9.2,,7.8,,6.9,,6.5,,4.9,,4.6,,4.9,
East Wales,4.8,(b),5.6,(b),6.7,,7.8,,6.5,,7.6,,7.4,,6.1,,4.8,,3.6,,4.3,,2.7,
Eastern Scotland (NUTS 2013),5.1,(b),4.8,(b),7.6,,7.8,,7.4,,7.6,,:,,:,,:,,:,,:,,:,
South Western Scotland (NUTS 2013),5.2,(b),5.4,(b),7.5,,10.1,,9.6,,9.2,,:,,:,,:,,:,,:,,:,
North Eastern Scotland,3.3,(bu),3,(bu),3.6,(u),3.6,(u),4.6,,4.7,,4.7,,4,,3.2,(u),5.1,,4.2,,3.5,(u)
Highlands and Islands,2.2,(bu),2,(bu),4.3,,7,,6.9,,8.1,,4.4,,3.9,(u),2.8,(u),3.5,(u),2.5,(u),2.2,(u)
Eastern Scotland,:,,:,,:,,:,,:,,:,,7.5,,5.8,,6,,4.8,,3.7,,3.6,
West Central Scotland,:,,:,,:,,:,,:,,:,,8.1,,7.8,,7,,5.2,,4.7,,5.1,
Southern Scotland,:,,:,,:,,:,,:,,:,,7.8,,5.3,,6,,6.2,,4.7,,3.2,
Northern Ireland (UK),3.8,(b),4.4,(b),6.4,,7.1,,7.2,,7.4,,7.5,,6.4,,6.1,,5.7,,4.6,,3.6,
Ísland,2.3,,2.9,,7.2,,7.6,,7,,6,,5.4,,4.9,,4,,3,,2.7,,2.7,
Oslo og Akershus,2.5,,2.9,,3.6,,4,,3.4,,3.2,,3.9,,3.8,,4.7,,4.6,,4.6,,4.2,
Hedmark og Oppland,2.2,,2.4,,2.5,,3.2,,2.9,,3,,2.9,,2.9,,4.5,,4.5,,2.8,,2.9,
Sør-Østlandet,2.9,,2.7,,3.4,,3.7,,3.6,,3.5,,3.9,,4.1,,4.5,,5.1,,4.4,,3.7,
Agder og Rogaland,1.9,,1.8,,2.2,,2.6,,2.2,,2.7,,3.2,,3.1,,4.6,,5.5,,5.2,,4.4,
Vestlandet,2.3,,2.1,,2.4,,3.4,,3.1,,2.9,,3.1,,3,,3.9,,4.8,,4,,3.8,
Trøndelag,3.1,,3.3,,3.7,,3.6,,3.5,,3.3,,2.6,,3.8,,3.7,,4,,2.9,,3.1,
Nord-Norge,2.7,,2.9,,3.7,,3.8,,3.5,,3.3,,3.2,,3.3,,3.4,,3.2,,3.2,,3.2,
Région lémanique,4.8,,4.6,,5.9,,7.2,(b),7.1,,7.1,,7.4,,7.5,,7.5,,7.6,,7.8,,7.5,
Espace Mittelland,4.1,,3.3,,3.6,,4.5,(b),3.8,,3.9,,4.1,,4.5,,4.4,,4.6,,4.2,,4.3,
Nordwestschweiz,3.1,,3.1,,4.5,,4.7,(b),4.3,,4.5,,4.4,,4.6,,4.3,,4.9,,4.4,,4.2,
Zürich,3.4,,3.1,,3.8,,4.4,(b),4,,3.8,,4.4,,4.1,,4.1,,3.9,,4.4,,4.3,
Ostschweiz,2.6,,2.7,,3.4,,3.8,(b),3.6,,3.5,,3.9,,3.5,,3.9,,4,,3.7,,3.6,
Zentralschweiz,2.7,,2.3,,2.7,,3.1,(b),2.6,,2.8,,2.8,,3.7,,3.4,,3.4,,2.9,,2.9,
Ticino,5,,5,,5.1,,5.9,(b),6,,7.4,,7.7,,7.1,,6.9,,6.9,,6,,6.6,
Crna Gora,:,,:,,:,,:,,19.7,,20,,19.5,,18,,17.5,,17.7,,16.1,,15.2,
Severna Makedonija,34.9,,33.8,,32.2,,32,,31.4,,31,,29,,28,,26.1,,23.7,,22.4,,20.7,
Beogradski region,:,,:,,:,,:,,:,,:,,17.8,,17.2,(b),18.7,,15.7,,13.3,,10.9,
Region Vojvodine,:,,:,,:,,:,,:,,:,,23.9,,19.9,(b),16.6,,15.1,,12.2,,10.5,
Region Sumadije i Zapadne Srbije,:,,:,,:,,:,,:,,:,,22.3,,18,(b),16.8,,14.7,,13.6,,13.8,
Region Juzne i Istocne Srbije,:,,:,,:,,:,,:,,:,,24,,22.1,(b),18.8,,15.8,,15.2,,16.2,
Istanbul,9.4,,10,,15.9,,13.5,,11.1,,10.7,,10.6,,11.9,(b),12.8,,13.5,,13.8,,12.4,
"Tekirdag, Edirne, Kirklareli",6.5,,9.9,,11.6,,8.4,,8.1,,6.2,,6.4,,7.6,(b),7.3,,7.5,,8.3,,7.5,
"Balikesir, Çanakkale",4.6,,6.2,,7.1,,6,,4.3,,4.5,,5.6,,5.6,(b),5.3,,6.7,,5.9,,5.7,
Izmir,9.3,,10.9,,15.4,,14.1,,13.7,,13.3,,14.3,,13.8,(b),14.9,,13.9,,14,,13.7,
"Aydin, Denizli, Mugla",8.2,,9.6,,12.8,,10.3,,7.5,,6.6,,6,,7.2,(b),6.8,,6.7,,7.1,,6.9,
"Manisa, Afyonkarahisar, Kütahya, Usak",5.6,,7,,9.6,,6.8,,4.5,,4.1,,5.2,,3.9,(b),4.1,,4.9,,6.1,,6.8,
"Bursa, Eskisehir, Bilecik",7.4,,9.7,,12.6,,9.2,,6.7,,6.4,,6,,6.2,(b),7.7,,9,,9.7,,8.9,
"Kocaeli, Sakarya, Düzce, Bolu, Yalova",10.2,,9.7,,12.8,,11.1,,10.6,,8.9,,9,,9.9,(b),10.1,,10.6,,10.8,,10.1,
Ankara,10.5,,10.8,,12.2,,10.7,,8.5,,8.3,,9,,11.5,(b),11.1,,11.3,,11.3,,10.1,
"Konya, Karaman",8.9,,9.1,,8.8,,7.1,,5.5,,5,,3.8,,5.5,(b),6.5,,6.1,,5.9,,5.8,
"Antalya, Isparta, Burdur",6.2,,8.5,,10.1,,9.8,,8.7,,7.3,,7.2,,8.4,(b),9.4,,11.4,,11.9,,11.4,
"Adana, Mersin",13,,14.4,,19.9,,14.9,,9.3,,9.1,,11.3,,10.7,(b),9.8,,10.3,,10.6,,11.2,
"Hatay, Kahramanmaras, Osmaniye",9.7,,14.1,,14.8,,11.7,,10.5,,9,,10.8,,15.3,(b),16.3,,14.4,,11.5,,14.1,
"Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir",7.1,,8.1,,14.2,,9,,7,,6.2,,5.5,,7.6,(b),9.9,,13.4,,11.3,,10.8,
"Kayseri, Sivas, Yozgat",9.9,,10.1,,11.2,,12.3,,9.8,,7.3,,8.4,,9.5,(b),9.7,,8.3,,11.7,,13,
"Zonguldak, Karabük, Bartin",7,,5.9,,6.7,,10.2,,6.9,,6.5,,6.2,,6,(b),6.9,,8.7,,7.2,,8.1,
"Kastamonu, Çankiri, Sinop",3.2,,4.9,,8.4,,7.5,,5.3,,4.5,,5.6,,6.5,(b),6.8,,5.7,,4.5,,5.1,
"Samsun, Tokat, Çorum, Amasya",7.1,,6.3,,6,,6,,4.7,,4.9,,5.5,,6.2,(b),6.6,,7.9,,6.7,,6.4,
"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane",4.9,,4.3,,4.2,,4.8,,5.3,,5.2,,6,,6.2,(b),4.8,,4.5,,3.5,,6.1,
"Erzurum, Erzincan, Bayburt",4.3,,5.2,,6.3,,5.5,,5.6,,5.5,,6.1,,7.3,(b),6,,4.9,,5.3,,7.4,
"Agri, Kars, Igdir, Ardahan",4.4,,4.8,,7.5,,8.7,,9.1,,6.3,,5.6,,3.3,(b),3.9,,4.8,,5.5,,5.3,
"Malatya, Elazig, Bingöl, Tunceli",10.6,,12.3,,14.8,,10.6,,7.8,,5.8,,5.7,,7.5,(b),7.9,,8.8,,6.8,,8,
"Van, Mus, Bitlis, Hakkari",11.4,,12.6,,14.6,,15.5,,11,,7.5,,9.2,,13.4,(b),9.7,,9.1,,12.6,,21.6,
"Gaziantep, Adiyaman, Kilis",16.9,,15,,14.3,,11.4,,13.2,,10.6,,6.2,,8.1,(b),9.7,,13.9,,14.3,,12.3,
"Sanliurfa, Diyarbakir",12.9,,12.8,,16.7,,11.1,,6.8,,6,,16,,17.5,(b),17.4,,17.2,,13.8,,18.6,
"Mardin, Batman, Sirnak, Siirt",18,,15.8,,13.8,,10.4,,10.3,,18.8,,19.4,,24,(b),24.4,,28.1,,26.9,,24.8,
:=not available b=break in time series u=low reliability ,,,,,,,,,,,,,,,,,,,,,,,,
:,,,,,,,,,,,,,,,,,,,,,,,,
Source of Data:,Eurostat,,,,,,,,,,,,,,,,,,,,,,,
Last update:,29.04.2019,,,,,,,,,,,,,,,,,,,,,,,
Date of extraction:,17 May 2019 16:41:56 CEST,,,,,,,,,,,,,,,,,,,,,,,
Hyperlink to the table:,https://ec.europa.eu/eurostat/tgm/table.do?tab=table&init=1&plugin=1&language=en&pcode=tgs00010,,,,,,,,,,,,,,,,,,,,,,,
General Disclaimer of the EC website:,https://ec.europa.eu/info/legal-notice_en,,,,,,,,,,,,,,,,,,,,,,,
Code:,tgs00010,,,,,,,,,,,,,,,,,,,,,,,
