Year,ISO Code,Countries,Region,HUMAN FREEDOM (Score),HUMAN FREEDOM (Rank),HUMAN FREEDOM (Quartile),Procedural Justice,Civil Justice,Criminal Justice,Rule of Law,Homicide,Homicide DATA,Disappearances,Violent Conflicts,Violent Conflicts DATA,Organised Conflicts,Terrorism Fatalities,Terrorism Fatalities DATA,Terrorism Injuries,Terrorism Injuries DATA,Disapperances, Conflicts, and Terrorism,Female Genital Mutilation,Missing Women,Inheritance Rights: Widows,Inheritance Rights: Daughters,Inheritance Rights,Women's Security & Safety,Security & Safety,Domestic Movement,Foreign Movement,Women's Movement,Movement,Establishing Religious Organizations,Operating Religious Organizations,Establishing and Operating Religious Organizations,Harassment and Physical Hostilities,Legal and Regulatory Restrictions,Religion,Association,Assembly,Establishing Political Parties,Operating Political Parties,Establishing and Operating Political Parties,Establishing Professional Organization,Operating Professional Organization,Establishing and Operating Professional Organization,Establishing Educational, Sporting and Cultural Organizations,Operating Educational, Sporting and Cultural Organizations,Establishing and Operating Educational, Sporting and Cultural Organizations,Association, Assembly, & Civil Society,Press Killed,Press Killed DATA,Press Jailed,Press Jailed DATA,Laws and Regulations that Influence Media Content,Political Pressures and Controls on Media Content,Access to Cable/Satellite,Access to Foreign Newspapers,State Control over Internet Access,Expression & Information,Legal Gender,Parental Authority: In Marriage,Parental Authority: After Divorce,Parental Rights,Male to Male Relationships,Female to Female Relationships,Same-Sex Relationships,Divorce,Identity & Relationships,PERSONAL FREEDOM (Score),PERSONAL FREEDOM (Rank),Government Consumption,Government Consumption DATA,Transfers and subsidies,Transfers and subsidies DATA,Government enterprises and investment,Government enterprises and investment DATA,Top marginal income tax rate,Top marginal income tax rate DATA,Top marginal income and payroll tax rate,Top marginal income and payroll tax rate DATA,Top marginal tax rate,Size of Government,Judicial independence,Impartial courts,Protection of property rights, Military interference in rule of law and politics,Integrity of the legal system,Legal enforcement of contracts,Regulatory restrictions on the sale of real property,Reliability of police,Business costs of crime,Gender Adjustment,Legal System & Property Rights,Money growth,Money growth DATA,Standard deviation of inflation,Standard deviation of inflation DATA,Inflation: Most recent year,Inflation: Most recent year DATA,Freedom to own foreign currency bank accounts,Sound Money, Revenue from trade taxes (% of trade sector), Revenue from trade taxes (% of trade sector) DATA,Mean tariff rate,Mean tariff rate DATA,Standard deviation of tariff rates,Standard deviation of tariff rates DATA,Tariffs, Non-tariff trade barriers,Compliance costs of importing and exporting, Regulatory trade barriers,Black market exchange rates,Foreign ownership/investment restrictions,Capital controls,Freedom of foreigners to visit,Controls of the movement of capital and people,Freedom to trade internationally,Ownership of banks,Private sector credit,Interest rate controls/negative real interest rates),Credit market regulations,Hiring regulations and minimum wage,Hiring and firing regulations,Centralized collective bargaining,Hours Regulations,Mandated cost of worker dismissal,Conscription,Labor market regulations,Administrative requirements,Bureaucracy costs,"Starting
a  business",Extra payments/bribes/favoritism,Licensing restrictions,Tax compliance,Business regulations,Regulation,ECONOMIC FREEDOM (Score),ECONOMIC FREEDOM (Rank)
2012,JAM,Jamaica,Latin America & the Caribbean,7,6,67,2,4,8,4,7,4,2,4,6,0,0,38,7,10,0,10,0,0,0,5,0,10,0,0,0,10,0,0,0,9,0,10,0,10,0,10,0,10,0,10,0,10,0,6,3,10,0,10,0,5,0,8,3,7,5,10,0,8,8,9,6,7,8,8,7,10,0,10,0,7,5,7,5,7,5,7,5,7,5,7,5,7,5,7,5,7,5,8,5,10,0,0,0,10,0,0,0,8,7,8,0,10,0,10,0,10,0,9,5,-,10,0,10,0,10,0,0,0,10,0,5,0,-,7,5,6,98,86,7,1,15,9,9,4,2,8,7,0,21,9
2012,JPN,Japan,East Asia,8,27,18,1,7,5,7,3,6,8,7,2,9,9,0,3,10,0,10,0,0,0,10,0,10,0,0,0,10,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,5,0,7,5,6,3,9,1,9,7,8,4,10,0,10,0,7,5,7,5,7,5,5,0,10,0,7,5,5,0,7,5,6,3,8,3,10,0,0,0,10,0,0,0,8,7,6,5,10,0,10,0,10,0,9,3,-,10,0,10,0,10,0,10,0,10,0,10,0,-,10,0,8,89,23,4,4,25,2,3,7,23,5,10,0,15,0
2012,JOR,Jordan,Middle East & North Africa,6,89,78,3,4,3,6,2,5,6,5,4,9,2,2,0,5,0,10,0,0,0,10,0,10,0,0,1,9,6,2,0,8,9,9,5,5,0,0,0,0,0,0,0,4,8,7,6,0,0,10,0,10,0,6,7,2,5,0,0,1,3,7,7,4,4,4,4,7,5,10,0,2,5,0,0,1,3,2,5,7,5,5,0,5,0,7,5,6,3,6,0,10,0,0,0,10,0,0,0,3,0,4,3,7,5,7,5,10,0,7,5,-,0,0,0,0,0,0,10,0,10,0,10,0,-,5,0,6,21,117,6,2,19,0,7,4,9,9,10,0,10,2
2012,KAZ,Kazakhstan,Caucasus & Central Asia,6,76,89,3,4,8,4,7,4,0,4,5,7,0,7,5,0,0,10,0,0,0,7,5,10,0,0,1,10,0,0,2,7,5,10,0,10,0,10,0,10,0,10,0,10,0,8,2,5,0,5,0,10,0,6,7,2,5,7,5,5,0,8,4,5,7,6,4,2,5,2,5,0,0,0,0,0,0,2,5,2,5,2,5,7,5,7,5,7,5,3,0,10,0,0,0,10,0,0,0,0,3,2,0,7,5,5,0,7,5,6,0,-,10,0,10,0,10,0,10,0,10,0,10,0,-,10,0,6,38,107,5,9,20,1,9,0,4,1,6,0,27,3
2012,KEN,Kenya,Sub-Saharan Africa,6,72,92,3,2,9,4,4,3,3,3,5,7,8,5,4,10,0,10,0,0,0,2,5,9,2,2,4,8,1,9,5,8,0,7,3,10,0,5,0,5,0,5,0,7,4,7,7,5,0,0,0,10,0,5,0,10,0,10,0,10,0,6,8,7,4,8,1,7,5,7,5,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,9,0,10,0,0,0,10,0,0,0,4,7,5,0,7,5,10,0,10,0,8,2,-,5,0,5,0,5,0,0,0,10,0,5,0,-,5,0,6,34,108,7,3,15,1,9,9,0,9,6,0,29,4
2012,KOR,Korea, South,East Asia,8,6,31,1,7,8,7,3,7,6,7,6,9,7,0,8,10,0,10,0,0,0,7,5,10,0,0,0,10,0,0,0,9,5,-,10,0,10,0,10,0,10,0,10,0,9,7,5,0,10,0,10,0,8,3,7,5,7,5,7,5,9,1,6,8,7,8,10,0,10,0,7,5,7,5,7,5,7,5,7,5,7,5,7,5,7,5,7,5,8,5,10,0,0,0,10,0,0,0,7,0,6,8,10,0,10,0,7,5,8,8,-,10,0,10,0,10,0,10,0,10,0,10,0,-,10,0,8,66,31,5,1,22,8,7,2,10,9,8,0,16,1
2012,KWT,Kuwait,Middle East & North Africa,6,51,108,3,-,-,-,5,8,9,3,1,8,10,0,10,0,0,0,7,5,10,0,0,0,10,0,0,0,9,5,10,0,5,0,5,0,0,0,2,5,5,8,8,2,0,0,10,0,0,0,3,3,2,5,7,5,5,0,7,7,8,9,7,2,7,5,10,0,0,0,0,0,0,0,2,5,7,5,5,0,2,5,5,0,3,8,5,3,10,0,0,0,10,0,0,0,3,3,4,3,7,5,5,0,5,0,6,4,-,0,0,5,0,2,5,0,0,10,0,5,0,-,3,8,6,10,120,0,3,39,1,7,7,8,8,7,0,-,10,0,0,0
2012,KGZ,Kyrgyz Republic,Caucasus & Central Asia,6,47,111,3,3,9,4,2,3,3,3,8,7,8,5,4,0,0,10,0,0,0,2,5,10,0,0,0,10,0,0,0,6,5,10,0,10,0,5,0,5,0,5,0,8,3,7,6,5,0,5,0,5,0,5,0,-,-,-,8,0,4,7,6,3,-,-,-,-,-,-,-,-,-,-,-,-,10,0,0,0,8,2,1,0,3,3,2,8,-,-,-,6,1,-,10,0,10,0,10,0,10,0,10,0,10,0,-,10,0,6,27,116,6,8,16,9,8,5,5,8,7,0,24,2,10,0,10,0,7,0,32,0,8,5,7,7,2,0,2,6,3,2
2012,LAO,Laos,South Asia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,,,,,
2012,LVA,Latvia,Eastern Europe,8,14,24,1,-,-,-,6,4,8,6,3,4,10,0,10,0,0,0,10,0,10,0,0,0,10,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,9,5,10,0,10,0,10,0,10,0,10,0,10,0,10,0,8,9,5,7,8,2,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,0,0,10,0,0,0,8,0,7,0,10,0,10,0,10,0,9,3,-,10,0,10,0,10,0,10,0,10,0,10,0,-,10,0,8,72,28,5,2,22,2,6,8,12,4,8,0,19,1,9,0,25
2012,LBN,Lebanon,Middle East & North Africa,6,67,95,3,6,1,4,5,4,1,4,9,8,4,3,9,5,0,10,0,0,0,2,5,9,4,1,8,6,3,18,7,6,6,10,0,10,0,5,0,5,0,5,0,8,3,7,8,5,0,5,0,5,0,5,0,7,5,10,0,8,8,9,1,7,7,8,5,10,0,10,0,7,5,10,0,8,8,7,5,7,5,7,5,10,0,7,5,8,8,9,0,0,0,1,0,10,0,0,0,4,0,4,8,10,0,10,0,10,0,7,0,-,5,0,5,0,5,0,0,0,0,0,0,0,-,2,5,6,38,106,7,9,13,1,7,3,10,5,10,0,8,1
2012,LSO,Lesotho,Sub-Saharan Africa,6,33,118,4,-,-,-,4,8,0,0,30,7,10,0,10,0,0,0,7,5,10,0,0,0,10,0,0,0,9,5,5,0,10,0,5,0,0,0,2,5,5,8,5,1,10,0,10,0,10,0,10,0,-,-,-,6,9,6,8,6,8,-,-,-,-,-,-,-,-,-,-,-,-,10,0,0,0,10,0,0,0,5,3,5,3,-,-,-,7,6,-,10,0,10,0,10,0,0,0,10,0,5,0,-,7,5,6,47,100,3,7,27,5,9,0,4,3,0,0,58,6,7,0,35,0,-,-,7,0,4,9,4,1,4,1,3,8,7,0,-,3,9
2012,LBR,Liberia,Sub-Saharan Africa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,0,-,-,2,4,-,-,-,-,-,-,-,-,,,,
2012,LBY,Libya,Middle East & North Africa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,40,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,8,-,7,9,10,4,0,5,23,7,8,8,6,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-
2012,LTU,Lithuania,Eastern Europe,8,10,29,1,-,-,-,6,4,7,3,6,7,10,0,10,0,0,0,10,0,10,0,0,0,10,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,9,1,10,0,10,0,10,0,10,0,10,0,10,0,10,0,9,4,6,3,8,6,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,0,0,10,0,0,0,8,0,8,0,10,0,10,0,10,0,9,4,-,10,0,10,0,10,0,10,0,10,0,10,0,-,10,0,8,68,30,5,4,21,7,6,1,15,0,10,0,9,8,10,0,15
2012,LUX,Luxembourg,Western Europe,8,31,17,1,-,-,-,7,9,9,9,0,2,10,0,10,0,0,0,-,10,0,0,0,10,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,-,-,-,9,2,7,0,8,1,-,-,-,-,-,-,-,-,-,-,-,-,10,0,0,0,10,0,0,0,9,3,9,0,-,-,-,9,6,-,10,0,10,0,10,0,10,0,10,0,10,0,-,10,0,9,17,10,1,4,35,3,3,2,25,3,8,0,19,9,4,0,41,0,3,0,48,0,3,5,4,0,7,8,7,0,8,4,10,0,10,0
2012,MKD,Macedonia,Eastern Europe,7,75,43,2,6,1,5,4,5,0,5,5,9,4,1,4,10,0,10,0,0,0,7,5,9,2,2,4,10,0,0,0,9,3,10,0,10,0,10,0,10,0,10,0,10,0,9,6,10,0,10,0,10,0,10,0,-,-,-,8,9,8,5,8,7,-,-,-,-,-,-,-,-,-,-,-,-,10,0,0,0,10,0,0,0,4,3,4,5,-,-,-,7,2,-,10,0,10,0,10,0,10,0,10,0,10,0,-,10,0,8,26,43,5,8,20,2,4,6,20,5,8,0,18,4,10,0,10,0,7,0,34,0,8,5,6,7,3,6,3,7,5,8
2012,MDG,Madagascar,Sub-Saharan Africa,6,75,90,3,2,9,4,1,3,5,3,5,6,3,9,2,10,0,10,0,0,0,5,0,10,0,0,0,10,0,0,1,9,0,10,0,10,0,0,0,0,0,0,0,6,7,7,3,5,0,10,0,10,0,8,3,10,0,7,5,8,8,10,0,9,6,9,5,10,0,5,0,10,0,10,0,10,0,10,0,7,5,8,8,10,0,7,5,8,8,8,5,10,0,0,0,10,0,0,0,3,3,2,5,10,0,10,0,10,0,8,0,-,5,0,10,0,7,5,10,0,10,0,10,0,-,8,8,7,1,84,8,9,9,8,10,0,0,6,10,0,14,5
2012,MWI,Malawi,Sub-Saharan Africa,6,89,78,3,4,8,5,9,4,8,5,2,9,3,1,7,10,0,10,0,0,0,7,5,10,0,0,0,10,0,0,0,9,5,9,5,10,0,10,0,10,0,10,0,9,8,9,5,10,0,10,0,5,0,8,3,-,-,-,8,9,7,4,8,1,-,-,-,-,-,-,-,-,-,-,-,-,10,0,0,0,10,0,0,0,4,3,5,3,-,-,-,7,4,-,10,0,10,0,10,0,0,0,10,0,5,0,-,7,5,7,60,60,7,7,13,9,9,8,1,2,2,0,47,7,8,0,30,0,5,0,40,0,6,5,6,5,5,0,4,8,4,7
2012,MYS,Malaysia,South Asia,6,56,103,3,4,6,5,7,5,3,5,2,9,2,2,1,10,0,10,0,0,0,10,0,10,0,0,1,10,0,0,0,10,0,10,0,10,0,5,0,5,0,5,0,8,3,9,2,5,0,5,0,5,0,5,0,2,5,5,0,3,8,9,1,7,9,6,9,7,5,2,5,2,5,7,5,5,0,2,5,5,0,3,8,5,0,7,5,6,3,5,0,10,0,0,0,10,0,0,0,2,0,4,3,5,0,5,0,7,5,6,3,-,10,0,5,0,7,5,0,0,0,0,0,0,-,3,8,6,28,113,5,4,21,7,8,5,6,2,2,0,42,0
2012,MLI,Mali,Sub-Saharan Africa,5,97,128,4,-,-,-,4,2,5,1,12,2,10,0,5,5,13,6,2,5,9,9,0,2,9,4,2,8,7,5,1,5,10,0,0,0,0,0,0,0,3,8,5,5,10,0,10,0,0,0,6,7,10,0,10,0,10,0,7,6,3,4,7,0,10,0,10,0,10,0,7,5,8,8,10,0,10,0,10,0,10,0,10,0,10,0,9,8,10,0,0,0,10,0,0,0,5,7,4,8,5,0,5,0,7,5,6,8,-,0,0,0,0,0,0,10,0,10,0,10,0,-,5,0,5,94,127,6,5,18,0,9,9,0,9,8,0,15,6,5,0,40
2012,MLT,Malta,Western Europe,8,24,20,1,-,-,-,7,2,8,9,2,9,10,0,10,0,0,0,-,10,0,0,0,10,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,9,6,10,0,10,0,10,0,10,0,10,0,10,0,10,0,7,3,3,3,6,9,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,0,0,10,0,0,0,8,7,7,8,10,0,10,0,10,0,9,5,-,10,0,10,0,10,0,10,0,10,0,10,0,-,10,0,8,84,24,4,1,26,1,5,9,15,4,6,0,-,7,0,35,0,7
2012,MRT,Mauritania,Sub-Saharan Africa,5,75,134,4,-,-,-,3,9,5,7,10,9,5,0,10,0,0,0,5,0,10,0,0,0,10,0,0,0,8,0,2,8,10,0,0,0,0,0,0,0,4,3,6,0,10,0,0,0,10,0,6,7,2,5,7,5,5,0,9,0,6,9,7,0,7,5,7,5,10,0,10,0,10,0,10,0,7,5,8,8,10,0,7,5,8,8,8,5,10,0,0,0,10,0,0,0,5,3,5,8,7,5,7,5,7,5,7,7,-,5,0,10,0,7,5,0,0,0,0,0,0,-,3,8,5,83,130,3,2,29,3,-,-,8,0,17,5,5,0,40,0,5
2012,MUS,Mauritius,Sub-Saharan Africa,8,37,14,1,-,-,-,6,6,9,1,2,3,10,0,10,0,0,0,10,0,10,0,0,0,10,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,9,7,10,0,10,0,10,0,10,0,10,0,7,5,8,8,9,9,9,8,9,5,10,0,7,5,10,0,5,0,7,5,10,0,10,0,10,0,10,0,7,5,8,8,8,8,10,0,0,0,10,0,0,0,7,7,7,5,10,0,10,0,10,0,9,3,-,10,0,10,0,10,0,0,0,10,0,5,0,-,7,5,8,58,35,7,3,15,3,8,5,5,9,7,0,24,0,10,0,15
2012,MEX,Mexico,Latin America & the Caribbean,6,67,95,3,4,2,3,9,2,5,3,5,1,4,21,5,0,0,10,0,0,0,7,5,10,0,0,1,10,0,0,1,7,5,9,5,10,0,10,0,10,0,10,0,9,8,6,2,10,0,10,0,10,0,10,0,7,5,7,5,7,5,8,7,4,2,6,8,10,0,10,0,7,5,2,5,5,0,7,5,5,0,6,3,7,5,7,5,7,5,7,8,5,0,6,0,10,0,0,0,4,7,2,3,10,0,10,0,10,0,7,4,-,10,0,10,0,10,0,10,0,10,0,10,0,-,10,0,6,64,93,7,5,14,6,6,6,12,9,7,0,23,8
2012,MDA,Moldova,Eastern Europe,7,5,68,2,4,4,4,1,3,4,3,9,7,8,5,6,10,0,10,0,0,0,5,0,10,0,0,0,10,0,0,0,9,0,10,0,10,0,10,0,5,0,7,5,9,2,8,6,5,0,10,0,10,0,8,3,-,-,-,9,0,8,2,8,6,-,-,-,-,-,-,-,-,-,-,-,-,10,0,0,0,10,0,0,0,4,7,5,5,-,-,-,7,5,-,10,0,10,0,10,0,10,0,10,0,10,0,-,10,0,7,46,63,6,6,17,6,6,3,13,9,6,0,26,6,10,0,18,0,4,0,41,0,7,0,6,5,1,5,2,6,3,6
2012,MNG,Mongolia,East Asia,7,52,53,2,5,5,5,2,4,8,5,2,7,2,7,1,10,0,10,0,0,0,7,5,10,0,0,0,10,0,0,0,9,5,10,0,10,0,10,0,10,0,10,0,10,0,8,9,10,0,10,0,10,0,10,0,5,0,5,0,5,0,10,0,9,3,8,1,7,5,7,5,7,5,7,5,7,5,10,0,5,0,7,5,10,0,10,0,10,0,8,0,10,0,0,0,10,0,0,0,5,7,7,0,10,0,10,0,10,0,9,0,-,10,0,10,0,10,0,10,0,10,0,10,0,-,10,0,8,2,49,5,8,20,3,6,4,13,7,10,0,4,1
2012,MNE,Montenegro,Eastern Europe,7,66,45,2,-,-,-,5,2,8,9,2,7,10,0,10,0,0,0,7,5,10,0,0,0,10,0,0,0,9,5,-,10,0,10,0,10,0,10,0,10,0,9,5,10,0,10,0,10,0,10,0,-,-,-,8,4,5,7,7,1,-,-,-,-,-,-,-,-,-,-,-,-,10,0,0,0,10,0,0,0,7,0,5,8,-,-,-,8,2,-,10,0,10,0,10,0,10,0,10,0,10,0,-,10,0,8,8,47,6,2,18,9,-,-,7,0,23,6,10,0,10,0,5,0,40,0,7,5,6,9,4,4,4,5,5,4,7,8,-,4,8,7
2012,MAR,Morocco,Middle East & North Africa,6,38,114,3,2,7,5,0,3,5,3,7,9,5,1,1,5,0,10,0,0,0,5,0,10,0,0,0,10,0,0,0,8,0,10,0,10,0,0,0,0,0,0,0,6,7,8,1,5,0,10,0,10,0,8,3,2,5,2,5,2,5,9,7,7,6,6,6,7,5,7,5,10,0,7,5,8,8,5,0,7,5,6,3,7,5,7,5,7,5,7,5,10,0,0,0,9,4,2,0,2,0,4,0,10,0,7,5,7,5,7,2,-,10,0,10,0,10,0,0,0,0,0,0,0,-,5,0,6,41,102,4,6,24,3,7,0,11,4,8,0,17,7
2012,MOZ,Mozambique,Sub-Saharan Africa,6,34,117,4,-,-,-,4,3,8,6,3,4,10,0,10,0,0,0,5,0,10,0,0,0,10,0,0,2,9,0,10,0,10,0,0,0,0,0,0,0,6,7,8,1,10,0,0,0,5,0,5,0,10,0,7,5,8,8,9,5,7,1,8,5,10,0,10,0,10,0,7,5,8,8,7,5,7,5,7,5,10,0,7,5,8,8,9,0,10,0,0,0,10,0,0,0,5,7,6,5,10,0,10,0,10,0,8,9,-,10,0,10,0,10,0,0,0,0,0,0,0,-,5,0,6,74,89,5,3,22,1,9,0,4,1,6,0,25,8,7,0,32
2012,MMR,Myanmar,South Asia,5,5,148,4,2,1,3,9,3,2,3,1,8,9,2,8,5,0,5,4,13,8,2,5,10,0,0,0,10,0,0,0,6,6,10,0,10,0,5,0,10,0,7,5,9,2,8,2,0,0,0,0,5,0,1,7,2,5,5,0,3,8,9,4,10,0,7,7,0,0,0,0,7,5,7,5,7,5,2,5,5,0,3,8,2,5,5,0,3,8,3,0,10,0,0,0,10,0,0,0,2,3,4,0,7,5,7,5,5,0,6,6,-,0,0,5,0,2,5,0,0,10,0,5,0,-,3,8,5,10,145,4,7,24,0,-,-,4,0,30,9,8,0
2012,NAM,Namibia,Sub-Saharan Africa,6,97,76,2,-,-,-,5,6,3,1,17,1,10,0,10,0,0,0,7,5,10,0,0,0,10,0,0,0,9,5,10,0,10,0,5,0,5,0,5,0,8,3,7,0,10,0,10,0,10,0,10,0,7,5,7,5,7,5,8,2,9,0,8,2,7,5,7,5,7,5,7,5,7,5,7,5,7,5,7,5,7,5,7,5,7,5,7,5,10,0,0,0,10,0,0,0,7,0,7,0,7,5,7,5,7,5,8,1,-,5,0,10,0,7,5,0,0,10,0,5,0,-,6,3,7,15,80,3,6,27,7,8,9,4,7,10,0,11,8,6,0,37
2012,NPL,Nepal,South Asia,6,70,93,3,4,9,4,2,4,3,4,5,9,1,2,3,10,0,10,0,0,0,7,5,9,9,0,3,9,8,1,0,9,4,10,0,7,5,10,0,10,0,10,0,9,2,9,2,10,0,10,0,5,0,8,3,7,5,5,0,6,3,9,3,9,4,8,3,7,5,7,5,7,5,5,0,6,3,2,5,5,0,3,8,7,5,5,0,6,3,6,3,6,4,1,0,10,0,0,0,4,7,3,3,5,0,5,0,5,0,5,6,-,10,0,10,0,10,0,10,0,10,0,10,0,-,10,0,7,27,72,8,1,12,3,9,4,2,6,7,0,22,6
2012,NLD,Netherlands,Western Europe,8,35,15,1,8,7,8,3,7,5,8,2,9,7,0,9,10,0,10,0,0,0,7,5,10,0,0,0,10,0,0,0,9,5,9,5,10,0,10,0,10,0,10,0,9,8,9,7,10,0,10,0,10,0,10,0,10,0,10,0,10,0,6,8,4,9,7,2,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,0,0,10,0,0,0,9,7,8,5,10,0,10,0,10,0,9,7,-,10,0,10,0,10,0,10,0,10,0,10,0,-,10,0,9,16,11,0,5,38,4,2,9,26,7,8,0,19,7
2012,NZL,New Zealand,Oceania,8,78,2,1,8,5,7,5,7,2,7,7,9,6,0,9,10,0,10,0,0,0,10,0,10,0,0,0,10,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,9,9,10,0,10,0,10,0,10,0,5,0,10,0,7,5,9,8,9,3,8,8,10,0,10,0,5,0,10,0,7,5,2,5,7,5,5,0,10,0,10,0,10,0,8,5,10,0,0,0,10,0,0,0,9,0,8,3,10,0,10,0,10,0,9,6,-,10,0,10,0,10,0,10,0,10,0,10,0,-,10,0,9,10,13,4,4,24,9,5,9,15,4,8,0,16,7
2012,NIC,Nicaragua,Latin America & the Caribbean,7,0,73,2,4,0,3,7,3,5,3,8,5,4,11,5,10,0,10,0,0,0,7,5,10,0,0,0,10,0,0,0,9,5,10,0,10,0,5,0,5,0,5,0,8,3,7,8,5,0,10,0,5,0,6,7,5,0,7,5,6,3,9,5,9,5,8,4,7,5,7,5,2,5,2,5,2,5,5,0,2,5,3,8,5,0,7,5,6,3,5,5,10,0,0,0,10,0,0,0,5,3,5,0,10,0,7,5,10,0,8,3,-,5,0,10,0,7,5,10,0,10,0,10,0,-,8,8,6,64,92,9,3,8,3,10,0,0,5,7,0,23,0
2012,NER,Niger,Sub-Saharan Africa,6,6,126,4,-,-,-,4,1,8,2,4,4,10,0,10,0,0,0,5,0,10,0,0,1,10,0,0,0,9,0,9,8,10,0,0,0,0,0,0,0,6,6,7,9,5,0,5,0,0,0,3,3,7,5,7,5,7,5,7,9,7,9,7,8,10,0,10,0,7,5,5,0,6,3,7,5,7,5,7,5,7,5,7,5,7,5,8,3,10,0,0,0,10,0,0,0,5,0,5,5,10,0,10,0,10,0,8,6,-,5,0,5,0,5,0,10,0,10,0,10,0,-,7,5,6,57,98,7,0,16,2,9,8,1,1,6,0,29,9,7,0,35
2012,NGA,Nigeria,Sub-Saharan Africa,5,72,136,4,2,7,5,0,3,1,3,6,5,7,10,7,0,0,8,4,4,8,2,5,7,0,9,0,8,8,6,0,5,3,7,0,7,5,5,0,0,0,2,5,5,7,5,6,5,0,0,0,0,0,1,7,10,0,2,5,6,3,8,3,8,9,7,8,10,0,7,5,10,0,7,5,8,8,10,0,7,5,8,8,10,0,10,0,10,0,9,0,8,8,2,0,10,0,0,0,5,7,4,3,10,0,10,0,10,0,8,4,-,5,0,5,0,5,0,0,0,0,0,0,0,-,2,5,5,23,142,8,1,12,3,9,7,1,6,2,0,46,8
2012,NOR,Norway,Western Europe,8,57,6,1,9,2,8,6,8,3,8,7,9,8,0,5,10,0,10,0,0,0,10,0,10,0,0,0,10,0,0,0,10,0,9,5,10,0,10,0,10,0,10,0,9,8,9,9,10,0,10,0,10,0,10,0,10,0,7,5,8,8,9,7,10,0,9,5,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,0,0,10,0,0,0,9,0,9,3,10,0,10,0,10,0,9,8,-,10,0,10,0,10,0,10,0,10,0,10,0,-,10,0,9,57,1,1,6,34,5,5,1,18,4,8,0,17,4
2012,OMN,Oman,Middle East & North Africa,6,42,112,3,-,-,-,6,1,9,5,1,1,5,0,10,0,0,0,7,5,10,0,0,0,10,0,0,0,8,5,9,0,7,5,0,0,0,0,0,0,5,5,7,8,10,0,10,0,0,0,6,7,2,5,5,0,3,8,9,9,8,1,7,2,2,5,2,5,2,5,2,5,2,5,2,5,5,0,3,8,5,0,5,0,5,0,3,3,10,0,0,0,10,0,0,0,1,7,3,3,7,5,5,0,5,0,6,1,-,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,5,81,131,0,0,40,6,8,5,6,2,0,0,-,10,0,0,0
