Year,ISO Code,Countries,Region,HUMAN FREEDOM (Score),HUMAN FREEDOM (Rank),HUMAN FREEDOM (Quartile),Procedural Justice,Civil Justice,Criminal Justice,Rule of Law,Homicide,Homicide DATA,Disappearances,Violent Conflicts,Violent Conflicts DATA,Organised Conflicts,Terrorism Fatalities,Terrorism Fatalities DATA,Terrorism Injuries,Terrorism Injuries DATA,Disapperances, Conflicts, and Terrorism,Female Genital Mutilation,Missing Women,Inheritance Rights: Widows,Inheritance Rights: Daughters,Inheritance Rights,Women's Security & Safety,Security & Safety,Domestic Movement,Foreign Movement,Women's Movement,Movement,Establishing Religious Organizations,Operating Religious Organizations,Establishing and Operating Religious Organizations,Harassment and Physical Hostilities,Legal and Regulatory Restrictions,Religion,Association,Assembly,Establishing Political Parties,Operating Political Parties,Establishing and Operating Political Parties,Establishing Professional Organization,Operating Professional Organization,Establishing and Operating Professional Organization,Establishing Educational, Sporting and Cultural Organizations,Operating Educational, Sporting and Cultural Organizations,Establishing and Operating Educational, Sporting and Cultural Organizations,Association, Assembly, & Civil Society,Press Killed,Press Killed DATA,Press Jailed,Press Jailed DATA,Laws and Regulations that Influence Media Content,Political Pressures and Controls on Media Content,Access to Cable/Satellite,Access to Foreign Newspapers,State Control over Internet Access,Expression & Information,Legal Gender,Parental Authority: In Marriage,Parental Authority: After Divorce,Parental Rights,Male to Male Relationships,Female to Female Relationships,Same-Sex Relationships,Divorce,Identity & Relationships,PERSONAL FREEDOM (Score),PERSONAL FREEDOM (Rank),Government Consumption,Government Consumption DATA,Transfers and subsidies,Transfers and subsidies DATA,Government enterprises and investment,Government enterprises and investment DATA,Top marginal income tax rate,Top marginal income tax rate DATA,Top marginal income and payroll tax rate,Top marginal income and payroll tax rate DATA,Top marginal tax rate,Size of Government,Judicial independence,Impartial courts,Protection of property rights, Military interference in rule of law and politics,Integrity of the legal system,Legal enforcement of contracts,Regulatory restrictions on the sale of real property,Reliability of police,Business costs of crime,Gender Adjustment,Legal System & Property Rights,Money growth,Money growth DATA,Standard deviation of inflation,Standard deviation of inflation DATA,Inflation: Most recent year,Inflation: Most recent year DATA,Freedom to own foreign currency bank accounts,Sound Money, Revenue from trade taxes (% of trade sector), Revenue from trade taxes (% of trade sector) DATA,Mean tariff rate,Mean tariff rate DATA,Standard deviation of tariff rates,Standard deviation of tariff rates DATA,Tariffs, Non-tariff trade barriers,Compliance costs of importing and exporting, Regulatory trade barriers,Black market exchange rates,Foreign ownership/investment restrictions,Capital controls,Freedom of foreigners to visit,Controls of the movement of capital and people,Freedom to trade internationally,Ownership of banks,Private sector credit,Interest rate controls/negative real interest rates),Credit market regulations,Hiring regulations and minimum wage,Hiring and firing regulations,Centralized collective bargaining,Hours Regulations,Mandated cost of worker dismissal,Conscription,Labor market regulations,Administrative requirements,Bureaucracy costs,"Starting
a  business",Extra payments/bribes/favoritism,Licensing restrictions,Tax compliance,Business regulations,Regulation,ECONOMIC FREEDOM (Score),ECONOMIC FREEDOM (Rank)
2016,URY,Uruguay,Latin America & the Caribbean,7,73,43,2,7,1,7,4,5,4,6,6,6,9,7,7,10,0,10,0,0,0,10,0,9,9,0,3,9,9,0,3,10,0,10,0,10,0,5,0,5,0,5,0,8,3,8,4,10,0,10,0,10,0,10,0,-,-,7,5,9,0,8,9,8,5,7,5,10,0,-,-,5,0,-,-,7,5,-,-,7,5,7,5,10,0,0,0,10,0,0,0,8,0,7,5,10,0,10,0,10,0,9,4,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,8,30,37,6,5,18,0,5,9,15,5,7,0,23,8,9,0,30,0,7,0
2016,VEN,Venezuela,Latin America & the Caribbean,4,20,161,4,1,5,3,3,1,4,2,1,0,0,56,3,10,0,10,0,0,0,5,0,9,9,0,3,9,5,2,4,8,9,10,0,10,0,10,0,10,0,10,0,10,0,6,3,10,0,5,0,10,0,8,3,-,-,5,0,9,0,6,6,6,9,10,0,10,0,-,-,2,5,-,-,5,0,-,-,5,0,6,5,10,0,0,0,9,7,1,0,1,3,2,3,5,0,2,5,5,0,5,1,0,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,7,5,5,52,135,7,0,16,3,5,8,16,0,0,0,70,4,7,0,34,0,5,0
2016,VNM,Vietnam,South Asia,6,19,124,4,5,4,4,4,4,9,4,9,9,4,1,5,5,0,10,0,0,0,10,0,10,0,0,0,10,0,0,0,9,0,10,0,7,5,5,0,5,0,5,0,7,5,8,6,0,0,5,0,5,0,3,3,-,-,2,5,8,6,6,6,5,9,2,5,2,5,-,-,0,0,-,-,0,0,-,-,2,5,1,5,10,0,0,0,9,2,8,0,0,0,1,8,7,5,7,5,5,0,5,8,7,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,9,3,5,97,125,9,2,8,7,-,-,-,-,7,0,35,0,5,0,36,0,6,0
2016,YEM,Yemen, Rep.,Middle East & North Africa,4,25,160,4,-,-,-,2,6,7,3,6,7,0,0,0,0,92,7,0,0,0,0,55,0,0,3,48,6,0,1,6,2,7,5,0,0,0,0,0,0,4,6,4,0,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,6,0,10,0,0,0,1,3,1,0,-,-,-,3,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,162,8,5,11,1,9,0,4,1,4,0,34,4,10,0,15,0,8,0,27,0,9,0,7,6,2,5,2,8,3,3,4,2,3,3,3,8
2016,ZMB,Zambia,Sub-Saharan Africa,6,31,116,3,3,3,4,9,4,2,4,1,7,9,5,3,10,0,10,0,0,0,7,5,10,0,0,0,10,0,0,0,9,5,9,9,7,5,5,0,5,0,5,0,7,5,8,3,0,0,10,0,5,0,5,0,-,-,-,8,3,6,3,7,3,-,-,-,-,-,-,-,-,-,-,-,-,10,0,0,0,9,4,1,0,3,7,4,0,-,-,-,6,8,10,0,0,0,5,0,2,5,0,0,0,0,0,0,-,4,2,6,1,123,4,8,23,8,10,0,0,2,4,0,31,4,7,0,35,0,4,0,43,0,5,5,6,1,4,0,3,8,5
2016,ZWE,Zimbabwe,Sub-Saharan Africa,5,62,143,4,2,4,4,3,3,8,3,5,7,3,6,7,5,0,10,0,0,0,5,0,10,0,0,0,10,0,0,0,8,0,10,0,7,5,5,0,5,0,5,0,7,5,7,6,0,0,5,0,10,0,5,0,-,-,2,5,9,3,7,5,6,4,2,5,2,5,-,-,2,5,-,-,2,5,-,-,2,5,2,5,10,0,0,0,10,0,0,0,2,0,3,8,-,-,7,5,6,7,0,0,0,0,10,0,5,0,0,0,10,0,5,0,-,3,3,5,17,148,4,6,24,4,10,0,0,2,6,0,25,6,4,0,52,0,4,0,52,0,4
2015,ALB,Albania,Eastern Europe,7,56,49,2,6,1,4,8,4,6,5,2,9,1,2,3,10,0,10,0,0,0,10,0,10,0,0,0,10,0,0,0,10,0,10,0,7,5,5,0,5,0,5,0,7,5,8,9,5,0,10,0,5,0,6,7,-,-,10,0,9,2,8,5,9,2,10,0,10,0,-,-,10,0,-,-,10,0,-,-,10,0,10,0,10,0,0,0,10,0,0,0,5,0,5,5,10,0,10,0,10,0,8,6,0,0,10,0,10,0,10,0,10,0,10,0,10,0,5,0,6,3,7,59,61,8,2,12,2,7,5,9,6,8,0,15,9,9,0,23,0,7,0
2015,DZA,Algeria,Middle East & North Africa,5,8,152,4,-,-,-,3,9,9,5,1,4,10,0,9,1,2,8,5,0,9,8,0,5,9,9,0,5,8,8,10,0,7,5,0,0,0,0,0,0,5,8,8,0,5,0,5,0,5,0,5,0,-,-,5,0,6,9,4,1,5,3,5,0,5,0,-,-,5,0,-,-,5,0,-,-,5,0,5,0,10,0,0,0,10,0,0,0,2,7,4,3,10,0,7,5,7,5,7,4,-,0,0,5,0,2,5,0,0,0,0,0,0,0,0,0,8,5,34,142,1,6,34,5,7,8,8,5,0,0,-,7,0,35,0,2,0,53,0,4,5,3
2015,AGO,Angola,Sub-Saharan Africa,5,79,137,4,-,-,-,3,5,8,1,4,8,5,0,10,0,0,0,7,5,10,0,0,0,10,0,0,0,8,5,10,0,10,0,5,0,5,0,5,0,8,3,8,3,0,0,5,0,10,0,5,0,-,-,10,0,8,8,7,5,8,8,2,5,2,5,-,-,2,5,-,-,5,0,-,-,7,5,4,0,10,0,0,0,10,0,0,0,3,3,2,5,7,5,5,0,7,5,6,5,10,0,10,0,10,0,10,0,0,0,0,0,0,0,10,0,7,5,6,13,114,6,2,18,8,8,9,4,6,0,0,60,9,10,0,17,0,9,0,25,0,9
2015,ARG,Argentina,Latin America & the Caribbean,6,50,107,3,6,7,5,7,4,3,5,5,7,4,6,5,10,0,10,0,0,0,7,5,10,0,0,0,10,0,0,0,9,5,10,0,10,0,10,0,10,0,10,0,10,0,9,0,10,0,10,0,10,0,10,0,-,-,7,5,8,9,7,2,7,9,7,5,10,0,-,-,5,0,-,-,7,5,-,-,7,5,7,5,10,0,0,0,10,0,0,0,5,3,5,0,10,0,10,0,10,0,8,6,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,8,3,45,5,3,22,0,6,0,15,0,6,0,-,7,0,35,0,1,0,58
2015,ARM,Armenia,Caucasus & Central Asia,7,23,63,2,-,-,-,4,7,9,0,2,6,10,0,10,0,0,0,7,5,10,0,0,0,9,9,0,3,9,5,10,0,5,0,10,0,10,0,10,0,8,3,8,9,5,0,5,0,10,0,6,7,-,-,5,0,8,6,5,6,6,4,7,5,7,5,-,-,5,0,-,-,5,0,-,-,7,5,6,5,10,0,0,0,10,0,0,0,3,3,4,3,7,5,7,5,7,5,7,2,7,0,10,0,10,0,10,0,10,0,10,0,10,0,5,0,8,0,6,87,87,7,5,14,4,7,7,8,8,8,0,16,6,5,0,36,0,5,0,36,0,5
2015,AUS,Australia,Oceania,8,61,5,1,8,5,7,7,7,5,7,9,9,6,1,0,10,0,10,0,0,0,10,0,10,0,0,1,10,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,9,9,10,0,10,0,10,0,10,0,-,-,10,0,8,7,8,8,9,1,10,0,10,0,-,-,10,0,-,-,10,0,-,-,10,0,10,0,10,0,0,0,10,0,0,0,8,0,7,5,10,0,10,0,10,0,9,4,7,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,9,3,9,21,11,4,7,24,0,6,7,12,7,10,0,12,6,5,0,47,0,5,0
2015,AUT,Austria,Western Europe,8,51,12,1,9,4,8,0,8,3,8,6,9,8,0,5,10,0,10,0,0,0,10,0,10,0,0,0,10,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,9,9,10,0,10,0,10,0,10,0,-,-,10,0,8,2,6,5,8,2,10,0,10,0,-,-,10,0,-,-,10,0,-,-,10,0,10,0,10,0,0,0,10,0,0,0,7,3,7,8,10,0,10,0,10,0,9,3,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,9,38,3,3,7,27,4,3,1,25,8,10,0,13,0,4,0,50,0,3,0
2015,AZE,Azerbaijan,Caucasus & Central Asia,5,97,131,4,-,-,-,4,3,9,1,2,1,10,0,7,5,7,5,7,5,10,0,0,0,10,0,0,0,9,0,10,0,7,5,5,0,10,0,7,5,8,3,8,8,5,0,5,0,5,0,5,0,-,-,2,5,8,6,6,0,5,7,2,5,5,0,-,-,2,5,-,-,2,5,-,-,2,5,3,0,0,0,1,0,1,7,8,0,0,3,0,5,10,0,0,0,7,5,2,9,0,0,10,0,10,0,10,0,10,0,10,0,10,0,5,0,6,3,5,55,137,6,4,18,3,7,9,8,3,0,0,77,1,9,0,25,0,4,0,41,0,6
2015,BHS,Bahamas,Latin America & the Caribbean,7,43,52,2,6,9,6,2,6,8,6,6,0,0,37,7,10,0,10,0,0,0,-,10,0,0,0,10,0,0,0,10,0,-,-,-,-,-,-,5,0,10,0,10,0,-,10,0,-,-,-,9,4,6,3,7,8,-,-,-,-,-,-,-,-,-,-,-,-,10,0,0,0,10,0,0,0,8,3,7,5,-,-,-,9,0,-,10,0,10,0,10,0,10,0,10,0,10,0,-,10,0,7,50,63,7,2,15,6,9,0,4,0,7,0,-,10,0,0,0,10,0,9,0,10,0,8,3,-,6,6,-,10,0,7,5,4,7,6,1,-,-,0
2015,BHR,Bahrain,Middle East & North Africa,6,74,85,3,-,-,-,6,0,9,8,0,5,10,0,10,0,0,0,2,5,8,8,3,6,6,8,16,0,7,6,10,0,7,5,0,0,0,0,0,0,5,8,7,7,10,0,5,0,5,0,6,7,-,-,10,0,8,3,5,0,7,8,5,0,0,0,-,-,0,0,-,-,10,0,-,-,10,0,5,0,10,0,0,0,0,0,5,0,0,7,0,8,7,5,7,5,2,5,4,1,-,0,0,0,0,0,0,10,0,10,0,10,0,0,0,3,3,6,12,118,3,5,28,1,9,6,2,0,4,0,-,10,0,0,0,10,0,17,0,10,0,6
2015,BGD,Bangladesh,South Asia,5,81,136,4,2,0,3,9,3,3,3,1,9,0,2,5,5,0,10,0,0,0,5,0,9,8,0,5,9,1,4,3,7,8,10,0,7,5,0,0,0,0,0,0,5,8,7,5,5,0,5,0,5,0,5,0,-,-,7,5,7,1,5,0,6,6,5,0,7,5,-,-,7,5,-,-,7,5,-,-,7,5,7,0,6,3,6,0,9,7,5,0,4,0,3,3,7,5,7,5,7,5,6,5,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,1,3,5,29,145,9,7,6,9,9,7,1,5,7,0,23,6,9,0,25,0,9,0
2015,BRD,Barbados,Latin America & the Caribbean,7,16,64,2,8,0,6,8,6,1,7,0,5,6,10,9,10,0,10,0,0,0,-,10,0,0,0,10,0,0,0,10,0,-,-,-,-,-,-,7,8,10,0,10,0,-,10,0,-,-,-,9,4,8,2,8,8,-,-,-,-,-,-,-,-,-,-,-,-,10,0,0,0,10,0,0,0,9,0,7,8,-,-,-,9,2,-,10,0,10,0,10,0,0,0,0,0,0,0,-,5,0,7,82,50,7,6,14,0,6,0,15,3,6,0,29,0,6,0,38,0,6,0,38,0,6,0,6,4,6,4,4,1,6,5,9,8,-,3,8,6,2,7
2015,BLR,Belarus,Eastern Europe,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
2015,BEL,Belgium,Western Europe,8,31,21,1,9,1,7,6,7,6,8,1,9,2,1,9,10,0,10,0,0,0,10,0,10,0,0,0,10,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,9,7,10,0,10,0,10,0,10,0,-,-,10,0,8,3,6,6,8,3,10,0,10,0,-,-,10,0,-,-,10,0,-,-,10,0,10,0,10,0,0,0,10,0,0,0,9,3,9,0,10,0,10,0,10,0,9,8,7,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,9,3,9,19,12,2,4,31,8,2,0,29,8,10,0,10,1,2,0,50-55,0,0,67-70
2015,BLZ,Belize,Latin America & the Caribbean,6,95,73,2,4,2,4,7,3,2,4,0,0,0,33,1,10,0,10,0,0,0,-,10,0,0,0,10,0,0,0,10,0,-,-,10,0,10,0,10,0,10,0,6,7,10,0,10,0,-,10,0,-,-,-,9,9,8,3,9,1,-,-,-,-,-,-,-,-,-,-,-,-,10,0,0,0,10,0,0,0,7,3,7,8,-,-,-,8,8,-,10,0,10,0,10,0,0,0,10,0,5,0,-,7,5,7,9,77,6,6,17,7,8,4,6,3,4,0,37,4,9,0,25,0,-,-,9,0,7,0,8,0,4,3,7,4,6,4,-,3,3,7
2015,BEN,Benin,Sub-Saharan Africa,6,68,94,3,-,-,-,4,3,7,5,6,2,10,0,10,0,0,0,7,5,10,0,0,0,10,0,0,0,9,5,8,7,7,5,5,0,5,0,5,0,7,1,8,0,5,0,10,0,5,0,6,7,-,-,10,0,10,0,9,6,9,9,10,0,10,0,-,-,10,0,-,-,7,5,-,-,10,0,9,5,10,0,0,0,10,0,0,0,5,7,7,0,10,0,10,0,10,0,9,0,-,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,7,58,62,5,9,19,9,9,8,1,3,4,0,31,8,4,0,45,0,3,0,46,0,3,5
2015,BTN,Bhutan,South Asia,6,89,76,2,-,-,-,6,1,9,4,1,5,10,0,10,0,0,0,7,5,10,0,0,0,10,0,0,0,9,5,10,0,7,5,5,0,5,0,5,0,7,5,8,8,5,0,0,0,10,0,5,0,-,-,-,9,3,5,9,7,6,-,-,-,-,-,-,-,-,-,-,-,-,10,0,0,0,10,0,0,0,4,0,5,0,-,-,-,7,3,0,0,-,10,0,10,0,0,0,0,0,0,0,5,0,3,8,6,66,97,4,7,23,9,9,9,0,9,8,0,16,9,9,0,25,0,8,0,26,0,8,5,7,8,6,4,5,7,6,2,9,2
2015,BOL,Bolivia,Latin America & the Caribbean,6,70,92,3,4,6,3,5,2,4,3,5,7,5,6,3,10,0,10,0,0,0,7,5,10,0,0,0,10,0,0,0,9,5,10,0,10,0,5,0,5,0,5,0,8,3,8,4,10,0,10,0,10,0,10,0,-,-,7,5,8,9,9,5,8,6,7,5,7,5,-,-,5,0,-,-,5,0,-,-,7,5,6,5,10,0,0,0,10,0,0,0,5,0,4,8,10,0,10,0,10,0,8,5,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,7,35,68,5,8,20,2,8,8,4,8,0,0,63,2,10,0,13,0,10,0
2015,BIH,Bosnia and Herzegovina,Eastern Europe,7,32,55,2,6,9,5,0,5,6,5,8,9,4,1,6,10,0,10,0,0,0,7,5,9,6,1,1,9,7,1,4,9,4,10,0,10,0,5,0,5,0,5,0,8,3,9,0,5,0,5,0,10,0,6,7,-,-,10,0,8,3,8,1,8,8,10,0,7,5,-,-,10,0,-,-,10,0,-,-,10,0,9,5,10,0,0,0,10,0,0,0,6,7,4,3,10,0,10,0,10,0,8,7,7,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,9,3,8,0,46,5,5,21,3,5,4,17,6,4,0,32,7,10,0,10,0,3,0
2015,BWA,Botswana,Sub-Saharan Africa,7,7,69,2,4,1,6,2,5,2,5,2,4,0,15,0,10,0,10,0,0,0,10,0,10,0,0,0,10,0,0,0,10,0,10,0,7,5,5,0,5,0,5,0,7,5,7,2,10,0,10,0,5,0,8,3,-,-,-,10,0,8,5,9,3,-,-,-,-,-,-,-,-,-,-,-,-,10,0,0,0,10,0,0,0,6,0,5,3,-,-,-,7,8,7,0,5,0,5,0,5,0,0,0,0,0,0,0,5,0,4,3,6,79,91,3,4,28,3,7,2,10,9,4,0,30,1,9,0,25,0,9,0,25,0,9,0,5,9,6,1,5,9
2015,BRA,Brazil,Latin America & the Caribbean,6,23,119,3,5,2,5,3,3,9,4,8,0,0,28,4,10,0,10,0,0,0,10,0,10,0,0,0,10,0,0,0,10,0,10,0,10,0,5,0,5,0,5,0,8,3,6,1,10,0,10,0,10,0,10,0,-,-,5,0,8,8,9,4,7,7,10,0,10,0,-,-,2,5,-,-,2,5,-,-,7,5,6,5,6,1,8,0,10,0,0,0,5,7,4,5,10,0,10,0,10,0,8,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,7,5,6,70,93,4,8,23,6,5,8,16,0,4,0,30,5,8,0,28,0,4,0
2015,BRN,Brunei Darussalam,South Asia,5,69,138,4,-,-,-,5,9,9,8,0,5,10,0,10,0,0,0,-,10,0,0,0,10,0,0,0,10,0,-,-,0,0,0,0,0,0,0,0,6,6,10,0,5,0,-,7,5,-,-,0,0,-,-,0,0,0,0,0,0,-,-,0,0,-,-,2,5,-,-,2,5,1,0,10,0,0,0,10,0,0,0,0,7,3,8,2,5,2,5,2,5,4,6,0,0,0,0,0,0,0,0,0,0,10,0,5,0,-,1,7,4,61,152,0,0,55,9,-,-,-,-,10,0,0,0,10,0,7,0,10,0,5,0,5,1,3,5,5,5,8,3
2015,BGR,Bulgaria,Eastern Europe,7,82,41,2,5,8,5,7,4,1,5,2,9,3,1,8,10,0,10,0,0,0,10,0,10,0,0,0,10,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,9,8,10,0,10,0,10,0,10,0,-,-,7,5,7,6,6,9,7,4,10,0,10,0,-,-,7,5,-,-,10,0,-,-,10,0,9,5,10,0,0,0,10,0,0,0,6,0,6,0,10,0,10,0,10,0,8,9,7,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,9,3,8,24,42,5,7,20,5,5,8,15,7,8,0,15,4,10,0,10,0,7,0
2015,BFA,Burkina Faso,Sub-Saharan Africa,6,70,92,3,4,3,4,7,4,3,4,4,9,9,0,4,10,0,10,0,0,0,7,5,9,9,0,3,9,9,0,5,9,5,2,4,10,0,5,0,5,0,5,0,5,8,8,4,10,0,10,0,5,0,8,3,-,-,7,5,8,5,8,5,8,2,7,5,7,5,-,-,7,5,-,-,7,5,-,-,7,5,7,5,10,0,0,0,10,0,0,0,4,7,7,0,7,5,7,5,7,5,7,7,-,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,7,37,67,3,8,27,3,10,0,0,2,2,0,47,1,9,0,25,0,4,0,42
2015,BDI,Burundi,Sub-Saharan Africa,5,6,153,4,-,-,-,3,4,8,2,4,5,5,0,5,7,13,0,0,0,2,8,21,6,5,7,21,4,3,8,10,0,7,5,5,0,0,0,2,5,6,7,6,2,0,0,0,0,5,0,1,7,-,-,5,0,9,0,7,9,7,3,0,0,0,0,-,-,2,5,-,-,2,5,-,-,2,5,1,5,0,2,1,0,10,0,0,0,1,7,1,8,0,0,0,0,0,0,1,9,-,5,0,10,0,7,5,0,0,0,0,0,0,10,0,5,8,4,24,155,6,0,19,7,10,0,0,5,2,0,47,2,8,0,30,0,5,0,38,0,6,5
2015,KHM,Cambodia,South Asia,7,26,58,2,3,1,1,9,3,0,2,7,9,3,1,8,10,0,10,0,0,0,7,5,10,0,0,0,10,0,0,0,9,5,10,0,10,0,10,0,10,0,10,0,10,0,9,6,10,0,10,0,10,0,10,0,-,-,10,0,9,2,7,0,8,7,10,0,7,5,-,-,5,0,-,-,5,0,-,-,10,0,7,5,10,0,0,0,10,0,0,0,2,3,3,3,10,0,10,0,10,0,7,9,-,10,0,10,0,10,0,10,0,10,0,10,0,5,0,8,3,7,31,70,9,8,6,6,9,7,1,6,2,0,47,6,10,0,20,0,10,0,20
2015,CMR,Cameroon,Sub-Saharan Africa,5,46,144,4,2,8,3,5,3,0,3,1,8,3,4,2,0,0,0,0,43,6,2,5,0,0,40,6,6,0,20,2,1,7,9,9,7,5,5,0,5,0,5,0,7,5,5,8,0,0,5,0,5,0,3,3,-,-,7,5,8,5,8,3,8,1,7,5,2,5,-,-,5,0,-,-,5,0,-,-,7,5,5,5,10,0,0,0,9,6,1,0,2,7,4,5,7,5,7,5,7,5,7,0,-,10,0,10,0,10,0,0,0,0,0,0,0,5,0,5,0,5,13,148,7,4,14,8,9,6,2,1,8,0,19,3,5,0,39,0,4,0,41
2015,CAN,Canada,North America,8,52,10,1,8,5,7,2,7,4,7,7,9,3,1,7,10,0,10,0,0,0,10,0,10,0,0,0,10,0,0,1,10,0,10,0,10,0,10,0,10,0,10,0,10,0,9,8,10,0,10,0,10,0,10,0,-,-,10,0,8,4,8,1,8,9,10,0,10,0,-,-,10,0,-,-,10,0,-,-,10,0,10,0,10,0,0,0,10,0,0,0,8,3,8,3,10,0,10,0,10,0,9,5,7,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,9,3,9,13,14,3,8,26,9,7,2,10,9,8,0,16,1,4,0,39-50,4,0,39-50
2015,CPV,Cape Verde,Sub-Saharan Africa,7,52,51,2,-,-,-,6,1,6,5,8,6,10,0,10,0,0,0,-,10,0,0,0,10,0,0,0,10,0,-,-,-,-,-,-,8,3,10,0,10,0,-,10,0,-,-,-,9,2,9,1,9,2,-,-,-,-,-,-,-,-,-,-,-,-,10,0,0,0,10,0,0,0,8,0,7,8,-,-,-,8,9,-,-,-,-,10,0,10,0,10,0,-,10,0,8,36,39,5,2,22,4,9,4,2,8,0,0,51,3,8,0,28,0,4,0,44,0,6,0,5,1,5,5,3,9,5,4,8,4,-,6,1,8,8,5,4,5,1,1,0,6
2015,CAF,Central Afr. Rep.,Sub-Saharan Africa,5,12,151,4,-,-,-,2,5,2,1,19,8,5,0,10,0,0,0,0,0,0,0,37,8,6,0,20,0,4,2,7,6,10,0,5,0,5,0,5,0,7,5,4,6,-,-,5,0,5,0,-,-,10,0,7,6,8,4,8,7,7,5,10,0,-,-,7,5,-,-,7,5,-,-,10,0,8,5,10,0,0,0,10,0,0,0,3,0,3,0,10,0,10,0,10,0,8,0,-,5,0,5,0,5,0,10,0,10,0,10,0,10,0,8,3,5,62,130,9,7,7,1,9,6,2,0,4,0,33,5,3,0,50,0,-,-,3,0,6,6,-,2
2015,TCD,Chad,Sub-Saharan Africa,5,43,146,4,-,-,-,3,4,6,4,9,0,5,0,3,5,19,4,2,5,2,7,21,8,3,9,30,5,3,5,5,6,10,0,0,0,0,0,0,0,5,2,5,0,10,0,10,0,5,0,8,3,-,-,7,5,8,4,8,1,8,0,5,0,5,0,-,-,7,5,-,-,7,5,-,-,7,5,6,5,10,0,0,0,10,0,0,0,2,7,2,5,10,0,7,5,10,0,7,5,-,0,0,0,0,0,0,10,0,10,0,10,0,5,0,5,0,5,63,128,9,8,6,6,9,9,0,8,7,0,21,0,1,0,60,0,1,0,60,0,1,0
2015,CHL,Chile,Latin America & the Caribbean,8,3,32,1,7,8,6,4,5,8,6,7,8,8,3,0,10,0,10,0,0,0,10,0,10,0,0,0,10,0,0,0,10,0,10,0,10,0,5,0,5,0,5,0,8,3,9,0,10,0,10,0,10,0,10,0,-,-,10,0,9,7,7,9,9,2,10,0,10,0,-,-,10,0,-,-,10,0,-,-,10,0,10,0,10,0,0,0,10,0,0,0,7,3,6,8,10,0,10,0,10,0,9,2,0,0,0,0,0,0,0,0,10,0,10,0,10,0,10,0,5,0,8,27,40,6,7,17,2,7,9,8,2,10,0,10,4,7,0,40,0,7,0
2015,CHN,China,East Asia,5,88,133,4,4,0,5,2,4,7,4,7,9,7,0,7,0,0,10,0,0,0,5,0,10,0,0,1,10,0,0,1,7,0,10,0,2,5,5,0,5,0,5,0,5,8,7,5,0,0,0,0,10,0,3,3,-,-,0,0,7,1,5,2,4,1,2,5,2,5,-,-,0,0,-,-,0,0,-,-,2,5,1,5,10,0,0,0,9,6,49,0,0,0,1,3,7,5,2,5,5,0,5,1,7,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,9,3,5,37,141,3,9,26,6,8,3,6,8,2,0,46,1,6,0,45,0,6,0
2015,COL,Colombia,Latin America & the Caribbean,6,73,86,3,5,0,5,0,3,4,4,5,0,0,26,5,0,0,9,1,2,8,2,5,7,6,7,3,8,7,6,3,5,6,10,0,10,0,10,0,10,0,10,0,10,0,5,2,10,0,10,0,5,0,8,3,-,-,10,0,8,9,8,1,9,0,10,0,10,0,-,-,10,0,-,-,10,0,-,-,10,0,10,0,3,8,3,0,10,0,0,0,5,7,3,5,10,0,10,0,10,0,7,6,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,6,91,85,5,0,22,9,7,8,8,4,10,0,13,4,7,0,33,0,2,0
