"","PC1","PC2","PC3","PC4","PC5","County","Unemployment"
"50",0.237728399475857,0.0655590202461827,-1.79131459159049,-2.22205787310924,-0.995189019268745,"Greece",26.3
"51",-0.872659708673984,-0.917680322595844,0.357897728518787,1.02797372895695,0.435377638948263,"Guatemala",2.9
"52",-0.402831450810724,-0.295773947298255,1.33517133305587,1.66659438335933,-1.51379383138316,"Guinea",1.8
"53",-0.368203935873232,4.38674907767777,7.90679038256858,-2.35564096491156,1.35603712397734,"Guinea-Bissau",6.9
"54",-1.04114426827107,0.280125479148271,0.566492909970892,0.237979878165173,0.0725132384226519,"Guyana",11.1
"55",-0.581259888430667,-0.0447926373167491,0.837063627312511,0.39680862180722,0.360998715367048,"Haiti",6.8
"56",-0.319224626803801,-0.44794608730959,-0.00839598938417967,0.526033422776323,-0.37325417192997,"Honduras",3.9
"57",-0.0501112314977297,0.0119264512003296,-1.28060955908675,-1.53878731220956,0.130853760567029,"Hungary",7.8
"58",-0.26909305849641,0.305159438888463,-0.233407562228867,-1.14625028213402,0.661918642052469,"Iceland",5
"59",-0.0223879539366291,-0.748860237579695,0.218378074219178,0.633266596015139,-0.207273388036518,"India",3.6
"60",-0.534974747852195,-0.791488034302267,0.277441163039803,1.16560059167065,0.105075469264807,"Indonesia",6.2
"61",-0.808118058541566,-0.841679627859876,0.730953035707735,2.42055664634404,-1.29305640716763,"Iran",12.8
"62",3.17649852786464,10.4097138066888,-5.94898489515852,5.58443393746632,2.98488858008513,"Iraq",16.4
"63",-0.125982036037357,0.151252993969896,-0.0135298471473124,-1.17975330138033,0.777162173494774,"Ireland",11.6
"64",-0.0889869653936448,0.612268227896364,0.0910259784381468,-0.793217306238613,0.198117809581415,"Israel",6.1
"65",-0.00345938206423139,-0.055352116921728,-1.42716533855963,-1.89047748944601,-0.171407892694901,"Italy",12.5
"66",-0.231933224026513,-0.633180374275626,-0.176817583685929,0.0199131852140165,0.0294212375372902,"Jamaica",13.2
"67",0.2862861382835,-0.431963451568936,-1.0075292143579,-1.52075984286697,-0.138322524741736,"Japan",3.7
"68",-0.177444547445848,-0.470615135925197,-0.648508666660159,-0.223479185541204,0.215891200428207,"Jordan",11.1
"69",-0.566328893919102,-0.561924763259217,0.408720153210291,1.10580558006187,0.11777964692067,"Kazakhstan",4.1
"70",-0.444128417848205,-0.670788998156449,0.130591534512546,0.871606340849701,-0.103484507047102,"Kenya",9.2
"71",-0.327291764138003,0.106909660003535,0.232209079975276,0.21674381837871,-0.248541916050678,"Kuwait",3
"72",-0.481101056451897,0.255026630619991,0.262660727321555,0.487297965616296,-1.20038092856245,"Kyrgyz Republic",8.1
"73",-0.415721085172405,0.152116989032953,0.172528460976115,-0.66809061508181,1.00703717025577,"Latvia",10
"74",-0.242985675408331,-0.64701190956102,-0.403340155795467,-0.231321551366119,0.81013160526374,"Lebanon",6.4
"75",0.41371734985902,2.04911844191225,0.675470081077107,-3.41662311110602,-0.746192397885597,"Lesotho",26.2
"76",-0.317142972892515,-0.156184656611637,0.0611049240415289,0.241484246928684,0.531946665237717,"Liberia",3.8
"77",2.27883179979734,3.17288375831443,-2.52803077055213,0.885582389015037,-0.824440026534275,"Libya",19.2
"78",-0.26710309843504,0.0461148594196904,0.489025261422323,-0.322142381431905,0.838304662005356,"Lithuania",11.3
"79",-0.20262561149731,-0.18199821798041,-0.699798495284342,-0.779087369381258,0.116645247839041,"Luxembourg",6.1
"80",-0.570645368629038,-0.477500282958932,-0.454244817894694,-0.224261720921445,0.641462601301378,"Macedonia",27.9
"81",-0.743159928515752,-0.698442154107892,0.663439312430411,1.07333764590143,0.305504257125134,"Madagascar",3.6
"82",0.726496348306737,0.37712072130784,1.05388645974191,1.32741529774047,-3.9899055070709,"Malawi",7.5
"83",-0.340083331344993,-0.659288923872473,-0.249402525559335,0.0549507610111316,0.533210988856192,"Malaysia",2
"84",-0.811554823914788,0.108109106467161,-0.0524212190607143,0.0991428305471555,1.32071143222149,"Mali",8.1
"85",-0.152618621965374,0.231502271192038,0.109372640963738,-0.972516995159153,0.50900619904045,"Malta",5.9
"86",0.115804713950536,-0.270034554789727,1.43003054079826,1.12789289933858,-0.921355553716143,"Mauritania",31
"87",-0.540043106029461,-0.358958668017239,0.298609797826023,0.448570617125635,0.686852341805937,"Mauritius",7.7
"88",-0.28108745099671,-0.528326855087209,0.0166617638862898,0.117224936251014,0.314011144583383,"Mexico",4.9
"89",-0.277093806467126,-0.302444400749715,-0.400841413075784,-0.00560152255973469,-0.227626276348183,"Moldova",3.4
"90",0.274772408298649,-0.346718656059889,-0.133637872246415,0.434127332905411,-0.802969397456403,"Mongolia",4.8
"91",-0.451363113283346,-0.860958642563204,-2.65513810845593,-0.632415734232428,0.0181921546519598,"Montenegro",19.1
"92",-0.586270644133493,-0.504756561727565,-0.494366186235252,-0.504971948637234,0.774738010644897,"Morocco",10.2
"93",-0.431146612857919,0.159102316972186,0.228370363758222,-0.357069713629369,0.81218737739674,"Mozambique",22.6
"94",-0.77080077014813,0.15623384001214,0.298482638977041,-0.205109749195017,0.610004451716544,"Namibia",18.6
"95",-0.603065706578852,-0.692272737154943,0.431948584565271,1.34568728497531,-0.10141613121876,"Nepal",2.7
"96",-0.30120829841573,-0.1107404028131,-1.16653212050021,-1.32472735519326,0.0090262098576217,"Netherlands",6.9
"97",-0.486005116954238,-0.188213707126131,-0.860076592413377,-0.967017756967358,0.337479974919499,"New Zealand",5.6
"98",-0.521332299892504,-0.628989043036468,0.300441128778021,1.19867470495549,-0.473978700318895,"Nicaragua",5.3
"99",-0.443315209689088,0.068099967122748,0.210778672362863,0.211150694882914,0.77458289601568,"Niger",5.1
"100",-0.762457619417086,-0.716898833637577,0.701963742213247,1.59373272102065,0.278979547672922,"Nigeria",7.5
"101",-0.505948135409766,-0.109912172545942,-0.771513739219786,-0.559169594757912,-0.508637257654534,"Norway",3.4
"102",-0.404535097510093,0.194581153594687,-0.606491616510106,-0.566465650713751,0.198428941316747,"Oman",7.2
"103",-0.431393428108251,-0.735324286836005,0.162566467824466,1.07336301689797,-0.0422859855582026,"Pakistan",5.2
"104",-0.329407519724726,-0.480561937498407,0.209272996327776,0.48068077600726,0.181931741830143,"Panama",4.3
"105",-0.519609790107728,-0.123744799911925,0.992557286801697,0.709652792093356,0.677218336992193,"Paraguay",4.5
"106",-0.642199501929634,-0.638702102606502,0.052359966673913,0.582942368397033,0.655919003193643,"Peru",4.2
"107",-0.601073256295466,-0.862250019335331,0.212525096296772,0.973241030528137,0.437093772510946,"Philippines",7.1
"108",-0.379831486205878,-0.160896259212347,-0.88810524866537,-0.889973034878302,0.133351598999706,"Poland",9.2
"109",-0.0334085088408316,-0.0974345662457979,-1.3598327141449,-1.86310746780711,-0.157991577553559,"Portugal",14.2
"110",-0.417225386881405,-0.191897466160784,0.189259454403707,0.555533400049161,0.342673290018678,"Qatar",0.3
"111",-0.47522516027007,-0.431606108538141,-0.357632333273228,-0.125499695769001,0.170205575082205,"Romania",7
"112",-0.335329117373789,-0.199733749086303,-0.191681558025749,0.570112775869527,-1.12764992859041,"Russia",5.1
"113",-0.710475405769336,-0.0563155280449703,0.108246404978661,0.119561562805367,0.843597983184097,"Rwanda",0.6
"114",-0.294772023599034,0.263849688645465,0.382313015043897,0.776611916394756,-0.706785081991525,"Saudi Arabia",5.6
"115",-0.652378012884597,-0.611157430611004,-0.215415686112474,-0.0826152977081487,0.641317830506315,"Senegal",10
"116",-0.252787860585425,-0.1391276835628,-0.897505623920249,-0.667381744549674,-0.0743519858840458,"Serbia",22.2
"117",-0.121568794222509,0.434834516868702,1.40998375813397,-0.700858033297748,0.75948656856635,"Seychelles",57.9954036365699
"118",-0.704857685266242,-0.11990951044889,1.00221319358767,0.988514280590792,0.957032023382612,"Sierra Leone",3.3
"119",-0.0809007726644066,-0.766197437359888,0.353398862379582,0.424526134663443,0.594502692252927,"Singapore",3
"120",0.0853640574880227,0.293208394013282,-1.64441002059124,-2.02076151155998,-0.626650497508396,"Slovenia",9.5
"121",-0.480938553607735,-0.437083990938455,-0.13773782596904,0.31041030833121,-0.301052843074547,"South Africa",25.1
"122",-0.15270687628465,-0.23893457882278,-1.06604779320047,-1.2974407731247,0.159791846222816,"Spain",24.7
"123",-0.377721695678324,-1.00597176266794,0.322691283110218,1.20270584214999,-0.0342248656577029,"Sri Lanka",4.6
"124",-0.668790531071851,-0.416538451022545,1.0572843594368,2.39521870702256,-1.23790394451921,"Sudan",14.8
"125",0.669480592174986,-0.0788361489239154,0.898996706892212,-0.669526452874612,1.56085006158682,"Suriname",5.6
"126",-0.445197765281035,-0.399602675959056,0.112535913120159,-0.875107366345445,1.02257628500374,"Swaziland",22.3
"127",-0.26857738006267,0.118534438033056,-1.42501907327301,-1.75287788002343,-0.146945173499649,"Sweden",8
"128",-0.533002497634249,0.028360376780431,0.0647457214805426,-0.855006956503669,1.55125436249844,"Switzerland",4.5
"129",42.3336102170637,-1.62390104838387,0.46009235906197,0.00468215237882541,0.134238829471943,"Syria",563.94525111392
"130",-0.624026215260979,-0.0493084639157892,0.315105941662929,0.618501750712138,0.198212895726043,"Tajikistan",10.9
"131",-0.597558420567249,-0.741491721216413,0.401706969947245,1.46176242070813,-0.339112890198643,"Tanzania",3.1
"132",-0.474588223788933,-0.684515830929187,0.270508098962307,0.912104472835163,-0.34718602945311,"Thailand",0.9
"133",0.689491001327519,11.873377239828,0.549965034796649,-1.04414089224317,-2.21227701507289,"Timor-Leste",4.7
"134",-0.713351678964548,-0.15731704975991,0.30798711297662,0.141236500355077,0.660131176754794,"Togo",6.9
"135",-0.570626568742566,0.287611444132446,0.301654157263764,-0.117181041329329,0.10604383776694,"Trinidad and Tobago",4
"136",-0.706861665141622,-0.475983986089881,-0.202696333739711,0.177854466268235,0.179288787196118,"Tunisia",13.3
"137",-0.353950778404392,0.359528606286882,0.117906510572127,0.194132904943918,-0.526462277303981,"Turkey",9.2
"138",-0.698585660983902,-0.705987184748235,0.195574367649989,0.986265785178702,0.483202904886292,"Uganda",3.8
"139",-0.19349382412985,-0.0317953373077409,-0.803370153969628,-0.493556338001253,-1.18795767863787,"Ukraine",7.7
"140",-0.67614108425112,-0.622133901842492,-0.258622302511111,0.467135582496671,0.331420135466269,"United Arab Emirates",3.6
"141",0.219731034166449,-0.28018444476669,-0.843913375932423,-0.800135926449701,-0.487278469316422,"United Kingdom",6.3
"142",0.288176829638613,-0.422805984510243,-0.604707791776344,-0.485212522124124,-0.287676062542171,"United States",6.2
"143",-0.303554387488317,-0.444760355390409,-0.204149148778226,0.326149367322909,-0.314129689484892,"Uruguay",7
"144",-0.147601570094893,-0.258505018509727,0.385304572146262,1.90843893592393,-3.01322370555657,"Venezuela",8.6
"145",-0.317987933631313,-0.561204136989597,0.0133071487406842,0.53239360678802,-0.21202743744733,"Vietnam",2.3
"146",-0.805626012269919,-0.24855203275516,-0.785947660740555,-2.33503285077724,-4.41730886078122,"Yemen",17.4
"147",-0.221224014087607,-0.167512374493796,0.62768156977977,0.40239499716792,1.28576786898563,"Zambia",13.3
"148",-0.683807042047964,-0.676637819056621,-0.501895685777078,0.0639528685014924,0.501206515206658,"Zimbabwe",5.4
