geo\time,2006,,2007,,2008,,2009,,2010,,2011,,2012,,2013,,2014,,2015,,2016,,2017,
Západné Slovensko,15400,,16800,,17800,,16300,,17600,,18600,,19300,,19300,,20200,,20600,,20900,,21100,(e)
Stredné Slovensko,12100,,13700,,15200,,14000,,15200,,15300,,15900,,16200,,16900,,17900,,17900,,18200,(e)
Východné Slovensko,10800,,11900,,13100,,11800,,12900,,13200,,13800,,14000,,14700,,15600,,15600,,16300,(e)
Länsi-Suomi,25100,,27800,,28400,,25700,,26600,,28000,,28000,,27200,,27400,,28300,,28200,,29000,
Helsinki-Uusimaa,38100,,41600,,42300,,39300,,40400,,40600,,40100,,40000,,40000,,42000,,41800,,42400,
Etelä-Suomi,25900,,28100,,28200,,25200,,25300,,27000,,27300,,26700,,27100,,27700,,28000,,29300,
Pohjois- ja Itä-Suomi,23100,,25000,,25500,,22600,,23800,,25000,,25100,,25000,,25300,,25800,,26400,,27200,
Åland,34800,,35800,,34400,,35300,,35000,,35600,,38100,,38100,,37300,,39100,,37700,,37900,
Extra-Regio NUTS 2,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,
Stockholm,42500,,46300,,45500,,43500,,44200,,46400,,47500,,46800,,48300,,51400,,50000,,49700,
Östra Mellansverige,26900,,29100,,28600,,26000,,27600,,28800,,29600,,29300,,29600,,31000,,30600,,31400,
Småland med öarna,26900,,29200,,29100,,25100,,26800,,28100,,28700,,28600,,29000,,30800,,30500,,31300,
Sydsverige,27300,,30600,,28900,,25900,,27300,,27800,,28500,,28500,,29300,,31100,,30400,,31300,
Västsverige,30200,,32200,,32300,,28800,,30500,,31600,,32000,,32200,,33000,,35400,,34800,,35700,
Norra Mellansverige,26300,,27800,,27600,,24500,,26300,,26900,,27700,,27300,,27700,,28900,,28700,,29200,
Mellersta Norrland,27400,,28200,,29200,,27100,,29500,,29400,,30000,,29400,,29700,,30800,,30000,,30600,
Övre Norrland,29400,,30100,,31200,,26400,,31400,,32200,,32800,,31800,,31700,,32700,,32100,,33400,
Extra-Regio NUTS 2,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,
Tees Valley and Durham,20100,,20300,,20000,,19100,,19700,,19500,,20000,,20000,,20500,,21800,,20800,,21000,
Northumberland and Tyne and Wear,23200,,23000,,22700,,20900,,21600,,22100,,22800,,22600,,23500,,24900,,24500,,24900,
Cumbria,23500,,23600,,24000,,22300,,23400,,23200,,24300,,25000,,26000,,28400,,27000,,26700,
Greater Manchester,25200,,25700,,24900,,23400,,24300,,23800,,24900,,25200,,25700,,27200,,27000,,27300,
Lancashire,22500,,23000,,22200,,20100,,21200,,21300,,22000,,22100,,22700,,24800,,25000,,25200,
Cheshire,32300,,33100,,31700,,30300,,31700,,31400,,33500,,33900,,35400,,36700,,37000,,38400,
Merseyside,22300,,22100,,22200,,21500,,22300,,22000,,22000,,21800,,22800,,24200,,23200,,23900,
East Yorkshire and Northern Lincolnshire,23200,,23900,,23200,,22800,,22500,,22000,,22100,,21600,,22200,,24400,,23600,,23000,
North Yorkshire,25900,,26600,,25700,,23400,,24000,,24400,,25000,,25500,,26000,,26700,,26300,,26900,
South Yorkshire,20300,,21200,,19900,,18300,,19200,,19200,,19800,,20000,,20400,,21800,,21400,,21500,
West Yorkshire,25000,,25600,,24400,,22700,,23300,,23500,,24000,,24100,,24800,,26700,,26200,,26500,
Derbyshire and Nottinghamshire,22400,,22600,,22000,,20200,,21400,,22000,,22600,,22800,,23500,,24600,,24200,,24400,
"Leicestershire, Rutland and Northamptonshire",25100,,25500,,25000,,22900,,24200,,23900,,24700,,25200,,26200,,27600,,27600,,27900,
Lincolnshire,19900,,20000,,20100,,18000,,19100,,19300,,20000,,20500,,21100,,21700,,20600,,20700,
"Herefordshire, Worcestershire and Warwickshire",25000,,24400,,24300,,21900,,23300,,24300,,25700,,26500,,28000,,29600,,28800,,29300,
Shropshire and Staffordshire,21500,,21400,,21500,,19200,,20200,,20700,,21200,,21300,,22000,,23300,,22700,,22900,
West Midlands,23600,,23900,,22900,,21000,,22100,,22100,,22700,,23200,,24300,,25700,,26100,,26500,
East Anglia,25800,,25800,,25400,,23300,,24300,,24500,,25600,,26000,,26800,,28100,,27800,,28000,
Bedfordshire and Hertfordshire,30300,,30700,,31000,,28000,,28100,,27600,,28000,,29000,,30400,,32200,,31900,,32600,
Essex,23600,,23700,,23300,,21300,,22400,,22200,,22700,,22600,,23700,,25100,,24400,,25100,
Inner London - West,136500,,148400,,147500,,139800,,147600,,150500,,157700,,161600,,171900,,178200,,185100,,188000,
Inner London - East,43500,,46100,,45600,,42800,,44500,,46100,,46800,,46500,,48300,,50000,,49300,,50500,
Outer London - East and North East,22100,,22500,,21600,,18600,,19400,,19200,,20400,,20600,,21100,,21900,,21400,,21700,
Outer London - South,28200,,29000,,27800,,24400,,24900,,24500,,25700,,25400,,26500,,26800,,26500,,26900,
Outer London - West and North West,34900,,35400,,34300,,29800,,30600,,30900,,32600,,33600,,36200,,38000,,37600,,38600,
"Berkshire, Buckinghamshire and Oxfordshire",38500,,39100,,39100,,36000,,37500,,38100,,39400,,39900,,41400,,44100,,43300,,43500,
"Surrey, East and West Sussex",30000,,30200,,30500,,27800,,29000,,28800,,30000,,30600,,31400,,33400,,32500,,32700,
Hampshire and Isle of Wight,28200,,29100,,28900,,26900,,28300,,28400,,29300,,29800,,30700,,32000,,30800,,31200,
Kent,23600,,23900,,24200,,21700,,22800,,22800,,23400,,23500,,24300,,25900,,25500,,26000,
"Gloucestershire, Wiltshire and Bristol/Bath area",28600,,29500,,29200,,27500,,29000,,28700,,29600,,29800,,31500,,32500,,31700,,31800,
Dorset and Somerset,23300,,23100,,23100,,21500,,21900,,21900,,22500,,22500,,23600,,24500,,24100,,24500,
Cornwall and Isles of Scilly,19200,,19000,,19400,,17400,,18000,,18000,,18700,,18900,,19200,,20200,,20300,,20300,
Devon,22100,,21900,,21700,,19900,,21000,,20800,,21500,,21900,,22300,,23500,,23300,,23300,
West Wales and The Valleys,18100,,18100,,17500,,16200,,17100,,17500,,18200,,18400,,18900,,19900,,19600,,19700,
East Wales,25100,,25600,,24000,,22500,,23400,,24100,,25100,,25400,,25800,,27500,,27800,,28200,
North Eastern Scotland,39400,,42400,,44800,,41500,,42700,,43900,,45900,,46600,,48400,,47500,,43800,,43600,
Highlands and Islands,25700,,25700,,25700,,24400,,25000,,25700,,26400,,27400,,27900,,29200,,28700,,28000,
Eastern Scotland,29300,,30000,,29000,,27600,,27900,,27600,,28700,,29300,,30400,,32000,,32100,,32500,
West Central Scotland,25100,,25000,,24900,,23400,,23300,,23600,,24300,,25000,,26500,,27300,,26700,,27200,
Southern Scotland,16700,,16400,,16600,,15200,,15800,,15900,,16300,,17000,,18000,,18200,,18400,,19400,
Northern Ireland (UK),23100,,23300,,22400,,20600,,21000,,21200,,22000,,22100,,22600,,23800,,24000,,24400,
Extra-Regio NUTS 2,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,
Oslo og Akershus,:,,:,,48300,,45200,,47200,,47900,,51100,,51800,,52300,,50800,,49700,,:,
Hedmark og Oppland,:,,:,,26100,,24500,,25200,,26100,,27100,,27500,,28300,,28600,,28100,,:,
Sør-Østlandet,:,,:,,28800,,26700,,27200,,27500,,28900,,28900,,29200,,29400,,28400,,:,
Agder og Rogaland,:,,:,,37900,,35900,,37900,,37300,,39500,,40100,,40500,,39800,,35700,,:,
Vestlandet,:,,:,,35900,,34300,,35200,,36300,,38400,,39300,,40000,,38700,,36600,,:,
Trøndelag,:,,:,,30400,,29000,,30800,,31400,,33600,,34300,,34800,,34900,,34300,,:,
Nord-Norge,:,,:,,28600,,27800,,29800,,30000,,31300,,32400,,33400,,32900,,33800,,:,
Extra-Regio level 2,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,
Crna Gora,8600,,10300,,10900,,9900,,10400,,10900,,10500,,10900,,11300,,12300,,13000,,:,
Severna Makedonija,7200,,7700,,8300,,8400,,8700,,8800,,9000,,9300,,9900,,10400,,10800,,10800,
Veri,:,,:,,5100,,5300,,6100,,6200,,6500,,6300,,6600,,7100,,7100,(p),:,
Qender,:,,:,,8800,,9000,,9400,,9400,,9500,,9100,,9800,,10500,,10400,(p),:,
Jug,:,,:,,5400,,5500,,6200,,7200,,7600,,7500,,8100,,8100,,7900,(p),:,
Beogradski region,:,,:,,:,,:,,:,,:,,:,,:,,:,,18900,,19100,,19500,
Region Vojvodine,:,,:,,:,,:,,:,,:,,:,,:,,:,,11200,,11400,,11500,
Region Sumadije i Zapadne Srbije,:,,:,,:,,:,,:,,:,,:,,:,,:,,8000,,8000,,8100,
Region Juzne i Istocne Srbije,:,,:,,:,,:,,:,,:,,:,,:,,:,,7000,,7100,,7400,
Extra-Regio level 2,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,
Istanbul,19000,,20700,,21400,,19700,,21800,,24300,,25700,,27100,,29100,,31300,,31100,,32600,
"Tekirdag, Edirne, Kirklareli",12300,,13400,,13900,,12800,,15100,,16700,,17500,,18200,,19800,,20400,,20300,,21100,
"Balikesir, Çanakkale",10200,,11000,,11700,,11100,,12600,,13700,,14200,,14300,,15700,,16100,,16500,,17000,
Izmir,13800,,14600,,14900,,13500,,15200,,17100,,18200,,19200,,20800,,21500,,21400,,22600,
"Aydin, Denizli, Mugla",10700,,11000,,11200,,10200,,11800,,13200,,13800,,14300,,15600,,16200,,16100,,16800,
"Manisa, Afyonkarahisar, Kütahya, Usak",8800,,9400,,10100,,9500,,10500,,11500,,12800,,13200,,14500,,15300,,15300,,15700,
"Bursa, Eskisehir, Bilecik",13100,,14200,,14500,,13100,,14500,,16300,,17200,,18400,,19900,,20900,,20700,,21600,
"Kocaeli, Sakarya, Düzce, Bolu, Yalova",13900,,15100,,15800,,13900,,16000,,18600,,19600,,21100,,23000,,24500,,24000,,25400,
Ankara,17500,,19500,,19900,,18600,,19900,,21400,,21800,,23000,,24500,,25500,,25600,,26100,
"Konya, Karaman",8200,,9000,,9400,,9000,,9700,,11100,,11600,,12800,,14200,,15100,,14900,,15500,
"Antalya, Isparta, Burdur",13400,,14400,,14500,,13400,,15500,,16900,,17000,,17300,,18600,,19400,,17900,,18400,
"Adana, Mersin",8300,,9000,,9400,,8800,,10200,,11100,,11900,,12300,,13500,,14300,,14400,,14800,
"Hatay, Kahramanmaras, Osmaniye",6300,,7000,,7400,,6900,,8300,,9200,,9500,,10000,,10800,,11500,,11600,,12300,
"Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir",7100,,7700,,8000,,7700,,9200,,10400,,10600,,11100,,12300,,13300,,12900,,13600,
"Kayseri, Sivas, Yozgat",8300,,9000,,9300,,8700,,10100,,11400,,12000,,12800,,13700,,14400,,14400,,14900,
"Zonguldak, Karabük, Bartin",7200,,8000,,8100,,7400,,8700,,10200,,10600,,11500,,12600,,13100,,13200,,13900,
"Kastamonu, Çankiri, Sinop",7700,,8500,,8900,,8500,,9800,,10900,,11500,,11800,,12600,,13300,,13300,,13400,
"Samsun, Tokat, Çorum, Amasya",7100,,7600,,8300,,7800,,9000,,9700,,10500,,10900,,11800,,12800,,12600,,12700,
"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane",7700,,8300,,8600,,8100,,9300,,10100,,10900,,11300,,12400,,13900,,13000,,13300,
"Erzurum, Erzincan, Bayburt",6100,,6800,,7200,,7300,,8500,,9300,,10100,,10500,,11400,,11900,,12100,,12500,
"Agri, Kars, Igdir, Ardahan",4300,,4600,,4700,,4700,,5900,,6200,,6800,,6800,,7300,,8100,,8200,,8600,
"Malatya, Elazig, Bingöl, Tunceli",6300,,7000,,7200,,7000,,8000,,8900,,9400,,9800,,10500,,11400,,11400,,11600,
"Van, Mus, Bitlis, Hakkari",4000,,4400,,4600,,4400,,5200,,5800,,6600,,6900,,7200,,7400,,7600,,7600,
"Gaziantep, Adiyaman, Kilis",6800,,7200,,7300,,6700,,7700,,8600,,9100,,10300,,11600,,12500,,12400,,12800,
"Sanliurfa, Diyarbakir",4800,,5100,,5100,,4800,,5800,,6300,,6600,,6900,,7500,,8000,,7800,,8100,
"Mardin, Batman, Sirnak, Siirt",4700,,5000,,5200,,5100,,6300,,6900,,7500,,7800,,8300,,8700,,8700,,9200,
:=not available e=estimated p=provisional b=break in time series ,,,,,,,,,,,,,,,,,,,,,,,,
:,,,,,,,,,,,,,,,,,,,,,,,,
Source of Data:,Eurostat,,,,,,,,,,,,,,,,,,,,,,,
Last update:,26.02.2019,,,,,,,,,,,,,,,,,,,,,,,
Date of extraction:,17 May 2019 16:45:43 CEST,,,,,,,,,,,,,,,,,,,,,,,
Hyperlink to the table:,https://ec.europa.eu/eurostat/tgm/table.do?tab=table&init=1&plugin=1&language=en&pcode=tgs00005,,,,,,,,,,,,,,,,,,,,,,,
General Disclaimer of the EC website:,https://ec.europa.eu/info/legal-notice_en,,,,,,,,,,,,,,,,,,,,,,,
Code:,tgs00005,,,,,,,,,,,,,,,,,,,,,,,
