"","PC1","PC2","PC3","PC4","Unemployment","County"
"35",-0.230829243312213,-0.0228016404552386,1.69531504958591,-0.501832163363449,15.6,"Cyprus"
"36",-0.932412412786937,-0.134297382076805,0.938509657016692,0.209691329697296,6.6,"Denmark"
"37",-0.37591243779849,-0.288354995013598,-0.699502396335429,0.231948289201613,4.6,"Ecuador"
"38",-0.15354461186231,-0.601000205955152,-1.0343796369675,0.656171177268469,13.2,"Egypt"
"39",-0.200397122606581,-0.196623168820938,0.708229689665841,0.0382648427404421,6.2,"El Salvador"
"40",-0.590957679947025,-0.120991111410867,0.708156941916342,0.251733161344354,7.7,"Estonia"
"41",-0.45182339299984,-0.244396823620324,-0.965530831150345,0.151633193329962,5.2,"Ethiopia"
"42",-0.672435616942789,1.98625629592817,0.756843876035058,-3.46723336332574,7.9,"Fiji"
"43",-0.643224309719049,-0.19774479867051,0.79277211186089,0.231696289329819,8.6,"Finland"
"44",-0.604100809194997,-0.159128821008526,0.692416818510739,0.275932401159802,9.9,"France"
"45",-0.363066900481722,-0.201358111445671,0.198350498335855,0.144375311834093,19.7,"Gabon"
"46",0.0165933770282542,0.432217729781412,-0.469362170846162,-0.577728388724247,7,"Gambia"
"47",-0.517295304428521,-0.29375874084691,0.372551989664435,0.318942139812355,13.4,"Georgia"
"48",-0.557830393647338,-0.131033230168469,0.924934276164822,0.265232698083497,5,"Germany"
"49",-0.11665912175467,-0.466764354693472,-1.70919434052405,0.163822389122953,2.4,"Ghana"
"50",-0.179677349920714,-0.301354874836589,0.914338553646977,0.254729643370561,26.3,"Greece"
"51",-0.294990822444113,-0.431472816962988,0.0931125307788419,0.15186660886274,2.9,"Guatemala"
"52",0.24956505605388,-0.569234794730453,-1.38159837899594,0.0311622002542858,1.8,"Guinea"
"53",-0.0939880458106945,3.92265975965531,-0.910876189278343,-8.29867720202156,6.9,"Guinea-Bissau"
"54",-0.320617003092493,0.753775537345374,0.687591690433582,-1.2864321614431,11.1,"Guyana"
"55",-0.0322031915190527,-0.0906795093207172,0.274918590854459,-0.265565653257821,6.8,"Haiti"
"56",-0.169838449975834,-0.355590392741248,-0.412959924795092,0.132473928621245,3.9,"Honduras"
"57",-0.455309036219388,-0.0650164028702189,1.35605153722362,0.152454006173892,7.8,"Hungary"
"58",-0.308969243634192,0.260486948011965,1.1753564573891,-0.0147511851669876,5,"Iceland"
"59",-0.269789582700394,-0.456453292962793,-0.503334884383515,-0.0138426331458413,3.6,"India"
"60",-0.273642836332721,-0.365610250994352,-0.446365002124365,0.366770833807486,6.2,"Indonesia"
"61",-0.00530472267361189,-0.774164917605055,-2.86413198406651,0.747610497077194,12.8,"Iran"
"62",2.43211327381039,11.6848525669323,-1.21279363348169,7.06450045632692,16.4,"Iraq"
"63",-0.142217094299365,0.229985415445713,1.64217523722102,-0.303779850601332,11.6,"Ireland"
"64",-0.509087504216635,0.502363456478718,0.986208872488342,-0.345279184138918,6.1,"Israel"
"65",-0.328276749224594,-0.112430410251182,1.17787782638508,0.268999181587305,12.5,"Italy"
"66",0.294519375249549,-0.376349431448835,-0.0567839545397607,0.171932941918082,13.2,"Jamaica"
"67",0.08704807357509,-0.355229867815154,0.777601997144686,0.0908535343065683,3.7,"Japan"
"68",-0.129074133896319,-0.432673970321499,0.630955155831983,0.14504509704032,11.1,"Jordan"
"69",-0.217027317375404,-0.383300313519214,-0.51394372352344,0.20164054960782,4.1,"Kazakhstan"
"70",-0.260689102729629,-0.338963849234372,-0.529334429656659,0.40950979918111,9.2,"Kenya"
"71",-0.320812240156041,-0.162346538368371,0.118998080365951,0.16012466138984,3,"Kuwait"
"72",-0.297787693761578,-0.546659275313628,-1.32396648654263,0.156008827567543,8.1,"Kyrgyz Republic"
"73",-0.383595819477565,0.269648954637666,1.48398120191329,-0.205249744843147,10,"Latvia"
"74",-0.0497867950767733,-0.254333727560432,0.707932962420997,0.204688151344265,6.4,"Lebanon"
"75",-1.01203046349201,0.145291781032203,-0.119119707171265,-1.53755282182464,26.2,"Lesotho"
"76",-0.427404857972968,0.0361683322161903,-0.354081222809387,0.291349746091801,3.8,"Liberia"
"77",0.15698735469017,3.47857901163353,-0.293419503277076,1.99534532999823,19.2,"Libya"
"78",-0.238813543048437,0.239139525401051,1.39476488168392,-0.342364020584972,11.3,"Lithuania"
"79",-0.499609007725792,0.0915424359370225,1.22093344485795,-0.0250310696104236,6.1,"Luxembourg"
"80",-0.414853847526425,-0.174234923268093,0.969660189664561,0.217699148828747,27.9,"Macedonia"
"81",-0.117983876203844,-0.229339990940621,-0.386422219162999,-0.0256887706774661,3.6,"Madagascar"
"82",0.393165388031014,-0.945171121371132,-4.2930747794064,0.0277040080636239,7.5,"Malawi"
"83",-0.350628799934081,-0.270793745793352,0.663667267505299,0.251070789327578,2,"Malaysia"
"84",-0.298428103790325,0.29410986655679,1.1934534230584,0.406233036958653,8.1,"Mali"
"85",0.0693462195721089,0.437711138578929,0.817443252588097,-0.83715834256378,5.9,"Malta"
"86",0.0532866562027135,-0.000947136458912191,-0.22318126628785,-0.320791519210506,31,"Mauritania"
"87",-0.164435419339277,-0.145187312654685,0.756009765838255,0.302533577745938,7.7,"Mauritius"
"88",-0.296721302582239,-0.32542654645005,0.00916261775588244,-0.303381119834235,4.9,"Mexico"
"89",-0.415053944812294,-0.370284971794435,-0.150285936901195,0.205660434419606,3.4,"Moldova"
"90",-0.448808131710786,-0.526286776588368,-1.48326216782019,0.341882108184609,4.8,"Mongolia"
"91",-0.809924035362036,-0.170378611749151,1.01280659160152,0.186299036960696,19.1,"Montenegro"
"92",-0.59752718249948,-0.177530273418629,1.05164380952715,0.187760362559766,10.2,"Morocco"
"93",-0.505344957105667,-0.0381642634277867,0.76244312638932,-0.157583176411405,22.6,"Mozambique"
"94",-0.815940305444326,-0.04438361683016,0.33071564195063,-0.0701944600606047,18.6,"Namibia"
"95",0.00828687508334617,-0.494153275774897,-0.950421747818015,0.179011723526075,2.7,"Nepal"
"96",-0.484323476977816,-0.138626262305155,1.01076511172876,0.272799426743452,6.9,"Netherlands"
"97",-0.650514652338271,-0.134660240332493,1.10820990696512,0.176580591051605,5.6,"New Zealand"
"98",-0.199161122840896,-0.441359004744504,-0.832754905368446,0.247506006323669,5.3,"Nicaragua"
"99",-0.354914047383559,0.207357852432571,1.14803479456895,0.150483288797472,5.1,"Niger"
"100",-0.232662379195849,-0.351539538946493,-0.81620739847973,0.218038250338467,7.5,"Nigeria"
"101",-0.6172858775671,-0.226539977471212,0.178513403679226,0.296748423295048,3.4,"Norway"
"102",-0.880779015928472,-0.181584586430024,0.738780313101672,0.562980436867261,7.2,"Oman"
"103",-0.0537453243528165,-0.322724718482702,-0.793871805166171,0.457898352001545,5.2,"Pakistan"
"104",-0.389772665478854,-0.316405392429179,0.198122409202953,0.111435565502833,4.3,"Panama"
"105",-0.214105490937213,-0.104346302486662,0.138331469745559,-0.192005232452396,4.5,"Paraguay"
"106",-0.422240326963053,-0.191242852072529,0.473222216773054,0.172609969217566,4.2,"Peru"
"107",-0.40907275166316,-0.350651205031025,-0.0149918012740359,0.274270454691241,7.1,"Philippines"
"108",-0.640234448576162,-0.520765649703228,1.0224274670033,-0.298379953822557,9.2,"Poland"
"109",-0.322679205657476,-0.247227701564388,1.26607612130415,0.0668076646662603,14.2,"Portugal"
"110",-0.642382158605256,-0.327290404442637,0.15641133108245,0.460819622354678,0.3,"Qatar"
"111",-0.305088090408368,-0.226649392111664,0.610665436430083,0.158906549882926,7,"Romania"
"112",-0.296678373194228,-0.730334833961769,-1.31201126766237,0.0583265159218109,5.1,"Russia"
"113",-0.353911322589898,-0.338358904459084,0.622763310408489,0.197677441684752,0.6,"Rwanda"
"114",-0.464410696113059,-0.162492607224428,-0.479908985541731,0.307608149639728,5.6,"Saudi Arabia"
"115",-0.43157971188168,-0.218456207516741,1.03333849489988,0.0866306063644346,10,"Senegal"
"116",-0.291261131702081,-0.0965426754698993,0.419594227601903,0.425664441885499,22.2,"Serbia"
"117",-1.0191475646409,1.02259444741748,0.927443893783209,-0.938889283664927,101.969888279946,"Seychelles"
"118",-0.459773893273054,-0.231914624042745,-0.645711563856667,0.151386497093503,3.3,"Sierra Leone"
"119",0.105235115771675,-0.324490811045223,0.687269804004292,0.0419976313033897,3,"Singapore"
"120",-0.599949659760602,-0.060284162002487,1.0092038971473,0.227362880187482,9.5,"Slovenia"
"121",-0.232345437026639,-0.324926038580385,-0.347073883155574,0.246171571080831,25.1,"South Africa"
"122",-0.21713252320302,0.110306003901407,1.18013359896942,0.516577680431193,24.7,"Spain"
"123",-0.164861253273387,-0.532086103759644,-0.303822598886852,0.322667559688911,4.6,"Sri Lanka"
"124",0.733844880291415,-1.27765185767058,-4.78315695728907,0.915808192098814,14.8,"Sudan"
"125",0.497660172102382,-0.211881787734435,1.14015976257886,1.07204674815244,5.6,"Suriname"
"126",-0.917755154253548,-0.305351161901929,0.290302518016564,-0.0783815396491838,22.3,"Swaziland"
"127",-0.837563796993467,-0.0388862957611202,1.2198447135269,0.278483437238292,8,"Sweden"
"128",-0.340817984826153,0.347092714876139,1.94580929890898,-0.152624912247156,4.5,"Switzerland"
"129",42.3958387060515,-0.34748931118113,0.729254664033976,-0.321132282120027,916.270872458194,"Syria"
"130",-0.361608815182709,-0.468853003015913,-0.462168482343771,0.314887868339876,10.9,"Tajikistan"
"131",-0.378379955729414,-0.443409706789413,-0.928231500754934,0.349597121522556,3.1,"Tanzania"
"132",-0.173634480930807,-0.439329930879005,-0.264213443268848,0.161809125986437,0.9,"Thailand"
"133",-1.28229259331267,9.73555046673798,-2.4269571581331,-3.13115778814547,4.7,"Timor-Leste"
"134",-0.451520418441154,-0.0785827296571945,0.924791115194733,0.0981700674893104,6.9,"Togo"
"135",-0.186538391429648,0.742698517429123,0.301919644124653,-0.204227543873085,4,"Trinidad and Tobago"
"136",-0.351486127732603,-0.398653153772544,-0.01610573217282,0.241205146467872,13.3,"Tunisia"
"137",-0.414910858219883,-0.314612998341468,-0.842028429944754,0.240368891121524,9.2,"Turkey"
"138",-0.176533553685837,-0.275256181312507,0.0899082342450329,0.235118862031847,3.8,"Uganda"
"139",-0.366257074649933,-0.53682001736607,-1.30639999508631,0.35580950168678,7.7,"Ukraine"
"140",-0.563297688317426,-0.612684749987848,0.439995855964414,0.029907887884448,3.6,"United Arab Emirates"
"141",-0.0901356176050398,-0.176535182503763,0.372937662931523,0.332090674477607,6.3,"United Kingdom"
"142",0.0768213963682927,-0.256683828477947,0.373737261213463,0.117260945492432,6.2,"United States"
"143",-0.263085278827227,-0.44631881107382,-0.750685734554865,0.310398342443921,7,"Uruguay"
"144",0.648044600753769,-1.78067731070386,-8.04130552240424,1.09670881614059,8.6,"Venezuela"
"145",-0.214912064207274,-0.372879485338627,-0.467599149605144,0.206688596674164,2.3,"Vietnam"
"146",1.48969219945807,-3.87273609234615,-0.851129194874879,-4.66135166347291,17.4,"Yemen"
"147",-0.807619498981904,-0.338364409602357,-0.835359719713702,0.312476067423519,13.3,"Zambia"
"148",-0.711846752199736,-0.79039854762292,0.693006937523558,-0.0538144278707648,5.4,"Zimbabwe"
