"","PC1","PC2","PC3","PC4","Unemployment","County"
"1",-0.190185337536593,-0.258463902048446,0.635543760555083,0.136993761902204,16.1,"Albania"
"2",-0.637034572527588,-0.255116354150985,-0.0855141800480691,0.653693447662968,9.5,"Algeria"
"3",-0.281100306306521,-0.267555230787972,-0.391242131466235,0.679111710433087,6.8,"Angola"
"4",0.0532519631591434,-1.20467205278719,-5.29901562987686,0.747392393103915,8.2,"Argentina"
"5",-0.123190211644706,-0.1157492192839,0.040586614322381,-0.253712723052025,17.1,"Armenia"
"6",-0.398020618976532,-0.290336891445294,0.807801603122307,0.111789544295009,6,"Australia"
"7",-0.593685868553158,-0.191859531993684,0.771750048507456,0.261194343568736,5,"Austria"
"8",-0.766148496331466,0.0422513108986985,0.260169710408405,-0.419912498567011,5.2,"Azerbaijan"
"9",-0.3467714325916,0.883643431749422,0.907493160493682,-0.39698749071101,15.4,"Bahamas"
"10",-0.313067146548261,-0.258965750529117,-0.142152317704542,0.0389384082937311,4.1,"Bahrain"
"11",-0.285129663815292,-0.53813940183281,-0.917907841581739,0.451067369248391,4.3,"Bangladesh"
"12",-0.142594599977173,0.749694219288983,1.12990629763033,-0.0318154267159817,12,"Barbados"
"13",0.108918933716591,-0.693925339017056,-3.01093980664096,0.670062865669835,5.9,"Belarus"
"14",-0.666139199392603,-0.121570395891577,1.07025402752644,0.265511543466239,8.5,"Belgium"
"15",0.393520661570551,0.162053361240388,1.22302314285882,0.345952685238455,11.5,"Belize"
"16",-0.368121543049098,0.07922631737006,1.32869647780354,0.0958171017390066,1,"Benin"
"17",0.374949810794006,3.2695245218813,-2.63676305933222,-6.81243621395851,2.8,"Bhutan"
"18",-0.328184702952912,-0.41402789144616,-1.09840842227799,0.247468058763358,2.7,"Bolivia"
"19",-0.600464936623989,-0.0984059538072555,1.06132002274359,0.215338067696884,27.9,"Bosnia and Herzegovina"
"20",-0.477636907912264,-0.346525941701326,-0.670277256221706,-0.111360420822129,18.2,"Botswana"
"21",-0.121457134630424,-0.359684048781237,-1.02964695549156,0.309639836358841,6.8,"Brazil"
"22",-0.491542160714701,0.50045411636113,0.392250849359341,-1.33518430737811,3.8,"Brunei Darussalam"
"23",-0.500351139951313,-0.187109286545382,0.977507786742575,0.141109297881698,11.6,"Bulgaria"
"24",-0.620142397973022,0.012403874646033,1.18167578947516,6.50214448594949e-05,3.1,"Burkina Faso"
"25",-0.513411675773035,-0.0881600029585767,-0.112598830233836,0.721655430623558,6.9,"Burundi"
"26",-0.339925397236021,-0.180931487455767,0.0983479028109109,-0.127960931345346,0.4,"Cambodia"
"27",-0.285933876169547,0.203667145999161,0.566801112488399,0.180580608285577,4.3,"Cameroon"
"28",-0.0858830432355337,-0.33005531205477,0.282652685002559,0.123216919531964,6.9,"Canada"
"29",-0.415089098075909,-0.384198292563017,-0.190492836862038,0.269881397859064,7,"Chad"
"30",-0.62296325642477,-0.51967087224172,0.43200976931245,0.269075042532635,6.4,"Chile"
"31",-0.0117695683574961,-0.389144243195109,-0.29140398722406,0.161925749195349,4.7,"China"
"32",-0.312181625787371,-0.144331721221562,0.273179684016244,0.21588667526706,10.1,"Colombia"
"33",-0.235710385295419,-0.44683676648782,0.12510439429596,0.123306226163533,8.3,"Costa Rica"
"34",-0.45796320734074,-0.519913830353761,0.670449670952163,-0.136377349262311,16.7,"Croatia"
